[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1494378536.833000 5/9/2017, 6:08:56 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.61,  Build 082

INFO, NAME, RVC64B
INFO, WEIGHT, 1.000
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, film on substrate
INFO, COMMENT, H in plane
INFO, SEQUENCE FILE: 20170509-RVC64b.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1494381935.238,,1.000000e+001,4.857271e+001,-1.737805e-006,9.579314e-008,3,6.841798e-001,5.512306e+000,,,,,,,,,,,,,,48,2,6.000000e+000,1.648712e-002,0.000000e+000,0,,0,
1494382090.568,,1.000000e+001,5.056102e+001,-1.574788e-006,1.244357e-007,3,6.657703e-001,7.901747e+000,,,,,,,,,,,,,,48,2,6.000000e+000,2.367020e-002,0.000000e+000,0,,0,
1494382278.179,,1.000000e+001,5.251519e+001,-1.754010e-006,6.404547e-008,3,6.627843e-001,3.651374e+000,,,,,,,,,,,,,,48,2,6.000000e+000,1.904678e-002,0.000000e+000,0,,0,
1494382437.909,,1.000000e+001,5.452451e+001,-1.619017e-006,1.233974e-007,3,6.258714e-001,7.621748e+000,,,,,,,,,,,,,,48,2,6.000000e+000,3.269958e-002,0.000000e+000,0,,0,
1494382602.919,,1.000000e+001,5.651425e+001,-1.697600e-006,2.250795e-007,3,6.857697e-001,1.325869e+001,,,,,,,,,,,,,,48,2,6.000000e+000,4.087067e-002,0.000000e+000,0,,0,
1494382758.079,,1.000000e+001,5.850995e+001,-1.588464e-006,5.404639e-008,3,6.601113e-001,3.402431e+000,,,,,,,,,,,,,,48,2,6.000000e+000,1.560974e-002,0.000000e+000,0,,0,
1494382916.470,,1.000000e+001,6.046726e+001,-1.545529e-006,1.307411e-007,3,6.783986e-001,8.459309e+000,,,,,,,,,,,,,,48,2,6.000000e+000,5.653000e-002,0.000000e+000,0,,0,
1494383073.430,,1.000000e+001,6.245953e+001,-1.583580e-006,1.706098e-007,3,6.672645e-001,1.077368e+001,,,,,,,,,,,,,,48,2,6.000000e+000,3.890991e-002,0.000000e+000,0,,0,
1494383236.790,,1.000000e+001,6.444669e+001,-1.545454e-006,1.668106e-008,3,6.182573e-001,1.079364e+000,,,,,,,,,,,,,,48,2,6.000000e+000,5.065155e-002,0.000000e+000,0,,0,
1494383417.340,,1.000000e+001,6.639944e+001,-1.346173e-006,4.117471e-008,3,5.977097e-001,3.058648e+000,,,,,,,,,,,,,,48,2,6.000000e+000,3.572083e-002,0.000000e+000,0,,0,
1494383579.441,,1.000000e+001,6.839725e+001,-1.524149e-006,1.780506e-008,3,5.359042e-001,1.168197e+000,,,,,,,,,,,,,,48,2,6.000000e+000,5.033875e-002,0.000000e+000,0,,0,
1494383749.181,,1.000000e+001,7.038656e+001,-1.324059e-006,1.131664e-007,3,6.064028e-001,8.546930e+000,,,,,,,,,,,,,,48,2,6.000000e+000,5.970764e-002,0.000000e+000,0,,0,
1494383914.841,,1.000000e+001,7.238057e+001,-1.189345e-006,2.065170e-008,3,5.623668e-001,1.736393e+000,,,,,,,,,,,,,,48,2,6.000000e+000,7.214355e-002,0.000000e+000,0,,0,
1494384077.611,,1.000000e+001,7.436048e+001,-9.892473e-007,7.904443e-008,3,5.264489e-001,7.990362e+000,,,,,,,,,,,,,,48,2,6.000000e+000,6.602478e-002,0.000000e+000,0,,0,
1494384250.501,,1.000000e+001,7.632775e+001,-8.106277e-007,4.171914e-008,3,4.562708e-001,5.146523e+000,,,,,,,,,,,,,,48,2,6.000000e+000,4.874420e-002,0.000000e+000,0,,0,
1494384418.972,,1.000000e+001,7.831938e+001,1.162303e-008,8.587642e-009,3,0.000000e+000,7.388467e+001,,,,,,,,,,,,,,48,2,6.000000e+000,7.529449e-002,0.000000e+000,0,,0,
1494384586.652,,1.000000e+001,8.031387e+001,-6.950870e-008,2.048566e-007,3,0.000000e+000,2.947209e+002,,,,,,,,,,,,,,48,2,6.000000e+000,4.501343e-002,0.000000e+000,0,,0,
1494384755.212,,1.000000e+001,8.229247e+001,1.397773e-007,1.232736e-007,3,0.000000e+000,8.819290e+001,,,,,,,,,,,,,,48,2,6.000000e+000,6.763458e-002,0.000000e+000,0,,0,
1494384934.702,,1.000000e+001,8.425442e+001,9.388231e-009,1.604106e-007,3,0.000000e+000,1.708635e+003,,,,,,,,,,,,,,48,2,6.000000e+000,6.752777e-002,0.000000e+000,0,,0,
1494385106.953,,1.000000e+001,8.625494e+001,4.818990e-008,3.917186e-008,2,0.000000e+000,8.128644e+001,,,,,,,,,,,,,,48,2,6.000000e+000,3.845215e-002,0.000000e+000,0,,0,
1494385280.513,,1.000000e+001,8.822556e+001,-1.411957e-008,2.204067e-008,3,0.000000e+000,1.561001e+002,,,,,,,,,,,,,,48,2,6.000000e+000,8.563995e-002,0.000000e+000,0,,0,
1494385459.343,,1.000000e+001,9.020554e+001,6.984108e-008,1.237605e-007,2,0.000000e+000,1.772030e+002,,,,,,,,,,,,,,48,2,6.000000e+000,4.528046e-002,0.000000e+000,0,,0,
1494385640.243,,1.000000e+001,9.217982e+001,7.927614e-008,1.048182e-007,3,0.000000e+000,1.322191e+002,,,,,,,,,,,,,,48,2,6.000000e+000,8.345032e-002,0.000000e+000,0,,0,
1494385819.404,,1.000000e+001,9.416399e+001,-6.678730e-009,3.115165e-008,3,0.000000e+000,4.664308e+002,,,,,,,,,,,,,,48,2,6.000000e+000,4.531860e-002,0.000000e+000,0,,0,
1494385982.314,,1.000000e+001,9.617378e+001,-4.433443e-008,4.659906e-008,3,0.000000e+000,1.051081e+002,,,,,,,,,,,,,,48,2,6.000000e+000,7.472992e-002,0.000000e+000,0,,0,
1494386174.544,,1.000000e+001,9.812144e+001,1.306232e-007,1.184729e-007,3,0.000000e+000,9.069817e+001,,,,,,,,,,,,,,48,2,6.000000e+000,5.718231e-002,0.000000e+000,0,,0,
1494386361.104,,1.000000e+001,1.000948e+002,2.231827e-008,2.782811e-008,2,0.000000e+000,1.246876e+002,,,,,,,,,,,,,,48,2,6.000000e+000,7.209778e-002,0.000000e+000,0,,0,
1494386590.565,,1.000000e+001,9.998151e+001,1.954013e-008,1.048243e-007,2,0.000000e+000,5.364568e+002,,,,,,,,,,,,,,48,2,6.000000e+000,3.809357e-002,0.000000e+000,0,,0,
1494386822.285,,1.000000e+001,9.785360e+001,-1.295183e-007,4.573879e-008,3,0.000000e+000,3.531455e+001,,,,,,,,,,,,,,48,2,6.000000e+000,1.056747e-001,0.000000e+000,0,,0,
1494387034.645,,1.000000e+001,9.589930e+001,5.927741e-008,2.038381e-008,3,0.000000e+000,3.438715e+001,,,,,,,,,,,,,,48,2,6.000000e+000,8.211517e-002,0.000000e+000,0,,0,
1494387229.246,,1.000000e+001,9.384584e+001,1.117930e-007,1.162140e-007,3,0.000000e+000,1.039547e+002,,,,,,,,,,,,,,48,2,6.000000e+000,9.008026e-002,0.000000e+000,0,,0,
1494387421.136,,1.000000e+001,9.189318e+001,-7.149353e-008,1.613553e-007,3,0.000000e+000,2.256922e+002,,,,,,,,,,,,,,48,2,6.000000e+000,9.732819e-002,0.000000e+000,0,,0,
1494387622.106,,1.000000e+001,8.992868e+001,-1.663025e-009,1.372214e-007,2,0.000000e+000,8.251310e+003,,,,,,,,,,,,,,48,2,6.000000e+000,9.694672e-002,0.000000e+000,0,,0,
1494387822.176,,1.000000e+001,8.800275e+001,7.089984e-008,1.151653e-007,3,0.000000e+000,1.624338e+002,,,,,,,,,,,,,,48,2,6.000000e+000,1.661072e-001,0.000000e+000,0,,0,
1494388077.427,,1.000000e+001,8.620133e+001,-5.218043e-008,3.923734e-009,3,0.000000e+000,7.519551e+000,,,,,,,,,,,,,,48,2,6.000000e+000,7.036591e-002,0.000000e+000,0,,0,
1494388298.927,,1.000000e+001,8.410350e+001,4.297263e-008,5.739364e-008,3,0.000000e+000,1.335586e+002,,,,,,,,,,,,,,48,2,6.000000e+000,6.118774e-003,0.000000e+000,0,,0,
1494388502.357,,1.000000e+001,8.207609e+001,-1.888020e-007,1.673356e-008,3,0.000000e+000,8.863020e+000,,,,,,,,,,,,,,48,2,6.000000e+000,7.318115e-002,0.000000e+000,0,,0,
1494388696.708,,1.000000e+001,8.011732e+001,1.765107e-007,4.731256e-008,3,0.000000e+000,2.680436e+001,,,,,,,,,,,,,,48,2,6.000000e+000,8.123016e-002,0.000000e+000,0,,0,
1494388911.828,,1.000000e+001,7.820329e+001,-3.217745e-007,2.126803e-007,2,4.233212e-002,6.609609e+001,,,,,,,,,,,,,,48,2,6.000000e+000,8.305359e-002,0.000000e+000,0,,0,
1494389119.128,,1.000000e+001,7.622210e+001,-9.547809e-007,1.568796e-007,3,5.244614e-001,1.643095e+001,,,,,,,,,,,,,,48,2,6.000000e+000,1.382294e-001,0.000000e+000,0,,0,
1494389330.279,,1.000000e+001,7.424206e+001,-9.870480e-007,3.371560e-008,3,5.608611e-001,3.415801e+000,,,,,,,,,,,,,,48,2,6.000000e+000,5.851746e-002,0.000000e+000,0,,0,
1494389531.339,,1.000000e+001,7.226844e+001,-8.562230e-007,4.647679e-008,3,4.397745e-001,5.428117e+000,,,,,,,,,,,,,,48,2,6.000000e+000,3.015900e-002,0.000000e+000,0,,0,
1494389720.089,,1.000000e+001,7.027396e+001,-9.598596e-007,1.566535e-007,3,4.322734e-001,1.632046e+001,,,,,,,,,,,,,,48,2,6.000000e+000,1.080933e-001,0.000000e+000,0,,0,
1494389918.829,,1.000000e+001,6.833073e+001,-1.107548e-006,8.425640e-008,3,4.841579e-001,7.607469e+000,,,,,,,,,,,,,,48,2,6.000000e+000,6.279755e-002,0.000000e+000,0,,0,
1494390109.170,,1.000000e+001,6.634296e+001,-1.117628e-006,4.006446e-008,3,5.525843e-001,3.584776e+000,,,,,,,,,,,,,,48,2,6.000000e+000,5.545044e-002,0.000000e+000,0,,0,
1494390325.660,,1.000000e+001,6.442043e+001,-1.010629e-006,2.596017e-008,3,4.972173e-001,2.568714e+000,,,,,,,,,,,,,,48,2,6.000000e+000,5.245972e-002,0.000000e+000,0,,0,
1494390522.850,,1.000000e+001,6.240916e+001,-1.107752e-006,1.423982e-008,3,5.312654e-001,1.285470e+000,,,,,,,,,,,,,,48,2,6.000000e+000,2.825928e-002,0.000000e+000,0,,0,
1494390723.761,,1.000000e+001,6.043360e+001,-1.127398e-006,9.416166e-008,3,5.485345e-001,8.352123e+000,,,,,,,,,,,,,,48,2,6.000000e+000,4.817963e-002,0.000000e+000,0,,0,
1494390934.301,,1.000000e+001,5.847175e+001,-1.128825e-006,6.180527e-008,3,4.877076e-001,5.475188e+000,,,,,,,,,,,,,,48,2,6.000000e+000,6.235123e-002,0.000000e+000,0,,0,
1494391137.081,,1.000000e+001,5.649673e+001,-1.216062e-006,4.258384e-008,3,5.890051e-001,3.501782e+000,,,,,,,,,,,,,,48,2,6.000000e+000,3.355789e-002,0.000000e+000,0,,0,
1494391323.601,,1.000000e+001,5.451735e+001,-1.195021e-006,9.729561e-008,3,5.494858e-001,8.141750e+000,,,,,,,,,,,,,,48,2,6.000000e+000,3.134155e-002,0.000000e+000,0,,0,
1494391521.922,,1.000000e+001,5.254060e+001,-1.075598e-006,2.665457e-008,3,4.886315e-001,2.478117e+000,,,,,,,,,,,,,,48,2,6.000000e+000,2.033997e-002,0.000000e+000,0,,0,
1494391700.312,,1.000000e+001,5.055628e+001,-1.076416e-006,7.438603e-008,3,5.193399e-001,6.910526e+000,,,,,,,,,,,,,,48,2,6.000000e+000,2.011871e-002,0.000000e+000,0,,0,
1494391881.792,,1.000000e+001,4.860405e+001,-1.056532e-006,2.412056e-008,3,5.074220e-001,2.282994e+000,,,,,,,,,,,,,,48,2,6.000000e+000,4.071045e-002,0.000000e+000,0,,0,
1494392060.222,,1.000000e+001,4.659430e+001,-1.151040e-006,5.545191e-008,3,5.887265e-001,4.817549e+000,,,,,,,,,,,,,,48,2,6.000000e+000,1.015091e-002,0.000000e+000,0,,0,
1494392249.703,,1.000000e+001,4.458999e+001,-1.132594e-006,5.638064e-008,3,5.159116e-001,4.978011e+000,,,,,,,,,,,,,,48,2,6.000000e+000,2.708054e-002,0.000000e+000,0,,0,
1494392423.623,,1.000000e+001,4.262066e+001,-1.022202e-006,5.778752e-008,3,4.906628e-001,5.653236e+000,,,,,,,,,,,,,,48,2,6.000000e+000,1.713943e-002,0.000000e+000,0,,0,
1494392615.903,,1.000000e+001,4.063394e+001,-1.060631e-006,4.597480e-008,3,4.531755e-001,4.334664e+000,,,,,,,,,,,,,,48,2,6.000000e+000,1.253891e-002,0.000000e+000,0,,0,
1494392795.883,,1.000000e+001,3.864617e+001,-1.080527e-006,2.992133e-008,3,5.104305e-001,2.769141e+000,,,,,,,,,,,,,,48,2,6.000000e+000,1.215744e-002,0.000000e+000,0,,0,
1494393030.764,,1.000000e+001,3.666233e+001,-1.137176e-006,6.551392e-008,3,4.064881e-001,5.761107e+000,,,,,,,,,,,,,,48,2,6.000000e+000,6.469727e-003,0.000000e+000,0,,0,
1494393202.064,,1.000000e+001,3.471502e+001,-1.108993e-006,1.899773e-007,3,5.198907e-001,1.713061e+001,,,,,,,,,,,,,,48,2,6.000000e+000,2.627182e-002,0.000000e+000,0,,0,
1494393385.444,,1.000000e+001,3.270341e+001,-1.096691e-006,3.304853e-008,3,5.307652e-001,3.013477e+000,,,,,,,,,,,,,,48,2,6.000000e+000,9.117126e-003,0.000000e+000,0,,0,
1494393566.555,,1.000000e+001,3.072021e+001,-1.096619e-006,5.816554e-007,3,5.030751e-001,5.304077e+001,,,,,,,,,,,,,,48,2,6.000000e+000,6.940842e-003,0.000000e+000,0,,0,
1494393745.585,,1.000000e+001,2.874004e+001,-1.136572e-006,4.217546e-007,3,4.704168e-001,3.710761e+001,,,,,,,,,,,,,,48,2,6.000000e+000,7.141113e-003,0.000000e+000,0,,0,
1494393934.355,,1.000000e+001,2.675903e+001,-7.115489e-007,9.066274e-008,3,3.800359e-001,1.274160e+001,,,,,,,,,,,,,,48,2,6.000000e+000,5.340576e-003,0.000000e+000,0,,0,
1494394165.585,,1.000000e+001,2.477178e+001,-8.509223e-007,1.680872e-008,3,4.428772e-001,1.975353e+000,,,,,,,,,,,,,,48,2,6.000000e+000,2.695084e-002,0.000000e+000,0,,0,
1494394382.406,,1.000000e+001,2.280719e+001,-8.980362e-007,6.952713e-008,3,3.785847e-001,7.742130e+000,,,,,,,,,,,,,,48,2,6.000000e+000,9.210587e-003,0.000000e+000,0,,0,
1494394547.226,,1.000000e+001,2.083995e+001,-8.979574e-007,2.675968e-008,3,4.151496e-001,2.980061e+000,,,,,,,,,,,,,,48,2,6.000000e+000,3.086090e-002,0.000000e+000,0,,0,
1494394709.186,,1.000000e+001,1.885942e+001,-1.024158e-006,2.328985e-007,3,4.916672e-001,2.274050e+001,,,,,,,,,,,,,,48,2,6.000000e+000,1.449966e-002,0.000000e+000,0,,0,
1494394862.346,,1.000000e+001,1.687662e+001,-1.108716e-006,9.700645e-008,3,5.439672e-001,8.749442e+000,,,,,,,,,,,,,,48,2,6.000000e+000,8.378983e-003,0.000000e+000,0,,0,
1494395002.837,,1.000000e+001,1.489887e+001,-1.041727e-006,1.134394e-007,3,5.172200e-001,1.088955e+001,,,,,,,,,,,,,,48,2,6.000000e+000,6.219864e-003,0.000000e+000,0,,0,
1494395150.597,,1.000000e+001,1.291949e+001,-1.130640e-006,5.361679e-008,3,4.996792e-001,4.742165e+000,,,,,,,,,,,,,,48,2,6.000000e+000,5.209923e-003,0.000000e+000,0,,0,
1494395307.357,,1.000000e+001,1.093228e+001,-1.089912e-006,4.473311e-009,3,5.150232e-001,4.104288e-001,,,,,,,,,,,,,,48,2,6.000000e+000,8.380890e-003,0.000000e+000,0,,0,
1494395454.817,,1.000000e+001,8.960339e+000,-1.118276e-006,6.019227e-008,3,5.005393e-001,5.382597e+000,,,,,,,,,,,,,,48,2,6.000000e+000,7.754326e-003,0.000000e+000,0,,0,
1494395600.897,,1.000000e+001,6.993802e+000,-1.243160e-006,1.265586e-007,3,5.542778e-001,1.018039e+001,,,,,,,,,,,,,,48,2,6.000000e+000,1.586294e-002,0.000000e+000,0,,0,
1494395764.208,,1.000000e+001,5.001696e+000,-1.253406e-006,1.858200e-007,3,5.865167e-001,1.482521e+001,,,,,,,,,,,,,,48,2,6.000000e+000,1.162815e-002,0.000000e+000,0,,0,
