T,H,I,R1,R2,dR1,dR2,T,H,I,R1,R2,dR1,dR2,T,H,I,R1,R2,dR1,dR2,T,H,I,R1,R2,dR1,dR2
K,Oe,mA,Ohm,Ohm,Ohm,Ohm,K,Oe,mA,Ohm,Ohm,Ohm,Ohm,K,Oe,mA,Ohm,Ohm,Ohm,Ohm,K,Oe,mA,Ohm,Ohm,Ohm,Ohm
As Grown,As Grown,As Grown,As Grown,As Grown,As Grown,As Grown,3 nm,3 nm,3 nm,3 nm,3 nm,3 nm,3 nm,7 nm,7 nm,7 nm,7 nm,7 nm,7 nm,7 nm,20 nm,20 nm,20 nm,20 nm,20 nm,20 nm,20 nm
198.22915,312.857,0.102153342753992,,1.29711999566855,,1.73399878907952E-4,212.8825,312.857,0.102153342753992,,0.699078148452028,,1.87868652408062E-4,193.5391,312.857,0.102153342753992,,0.162264236473657,,5.87257945418632E-5,221.0697,312.857,0.102153342753992,,2.34529989274966,,3.81652445951114E-4
197.68195,312.857,0.102153342753992,2.76155405698498,--,3.94531330269565E-4,--,212.349,312.857,0.102153342753992,37.1438997151878,--,0.0258522705041593,--,192.8195,312.857,0.102153342753992,9.61037260752209,--,0.00152756627187055,--,220.5245,312.857,0.102153342753992,12.1721716604532,--,0.00183618623407995,--
196.8869,312.857,0.102153342753992,,1.29500749584838,,1.84694160736607E-4,211.83395,312.857,0.102153342753992,,0.698072924767222,,1.89305028648051E-4,192.0627,312.857,0.102153342753992,,0.162025522080958,,5.4692803699498E-5,220.06425,312.857,0.102153342753992,,2.34387241332113,,3.68917269878962E-4
196.3213,312.857,0.102153342753992,2.75460068387815,--,4.34756214752837E-4,--,211.13215,312.857,0.102153342753992,37.0649493124248,--,0.025823590863959,--,191.563,312.857,0.102153342753992,9.59692918527664,--,0.00150771003365863,--,219.4846,312.857,0.102153342753992,12.164856375442,--,0.00177896854433819,--
195.51845,312.857,0.102153342753992,,1.2925012613069,,1.90358050606881E-4,210.62395,312.857,0.102153342753992,,0.696933651071722,,1.78320451936217E-4,190.8116,312.857,0.102153342753992,,0.161838762055488,,7.188694574758E-5,219.03295,312.857,0.102153342753992,,2.34239951126554,,3.89952214187944E-4
194.94655,312.857,0.102153342753992,2.74746946788381,--,4.07505617446392E-4,--,209.93605,312.857,0.102153342753992,36.9817556869212,--,0.0256293333503355,--,190.07945,312.857,0.102153342753992,9.5805922160217,--,0.00147661196905448,--,218.4491,312.857,0.102153342753992,12.1576962638049,--,0.00185835483764204,--
194.1454,312.857,0.102153342753992,,1.29010294988149,,1.82223955500762E-4,209.4319,312.857,0.102153342753992,,0.695593829045893,,2.14526472724255E-4,189.33225,312.857,0.102153342753992,,0.161619420169812,,6.51547777681795E-5,218.007,312.857,0.102153342753992,,2.34096634974614,,3.68934960980039E-4
193.56905,312.857,0.102153342753992,2.7400980511195,--,4.19788578414077E-4,--,208.68715,312.857,0.102153342753992,36.5825320277553,--,0.0223616961444247,--,188.7405,312.857,0.102153342753992,9.56597615175075,--,0.00148789231847608,--,217.42165,312.857,0.102153342753992,12.1504043356366,--,0.00178138408620849,--
192.7238,312.857,0.102153342753992,,1.28793136831246,,1.91115349221169E-4,208.17365,312.857,0.102153342753992,,0.693879059680222,,1.96542638157932E-4,187.9875,312.857,0.102153342753992,,0.161391081546285,,6.29261268209884E-5,216.9603,312.857,0.102153342753992,,2.34011065021819,,3.98566592274988E-4
192.141,312.857,0.102153342753992,2.7314748156548,--,4.23371688460323E-4,--,207.4287,312.857,0.102153342753992,36.8213558364406,--,0.0256839253618714,--,187.28435,312.857,0.102153342753992,9.54987877509778,--,0.00152117437928721,--,216.4018,312.857,0.102153342753992,12.143154030758,--,0.00175978531883451,--
191.3143,312.857,0.102153342753992,,1.28567143628168,,1.88625767876143E-4,206.91405,312.857,0.102153342753992,,0.692893553397932,,1.93353884155226E-4,186.5269,312.857,0.102153342753992,,0.16117326313778,,6.12567466488564E-5,215.94595,312.857,0.102153342753992,,2.33816258987216,,3.81484294552201E-4
190.7056,312.857,0.102153342753992,2.72274165547386,--,4.02393061427765E-4,--,206.35825,312.857,0.102153342753992,36.6042085561722,--,0.0226918215777178,--,185.79635,312.857,0.102153342753992,9.53359981752016,--,0.00146917606528375,--,215.36305,312.857,0.102153342753992,12.1358735024702,--,0.00176098490822327,--
189.91195,312.857,0.102153342753992,,1.28331293691295,,1.83921317272405E-4,205.8666,312.857,0.102153342753992,,0.692289543866351,,2.59829848817064E-4,185.07225,312.857,0.102153342753992,,0.160907500504554,,6.74314045346388E-5,214.92165,312.857,0.102153342753992,,2.33673929370402,,4.00412869240566E-4
189.34735,312.857,0.102153342753992,2.71625453488905,--,3.99628945818597E-4,--,205.1529,312.857,0.102153342753992,36.6519634214548,--,0.0251746370110934,--,184.3604,312.857,0.102153342753992,9.51735510412909,--,0.00161160503702176,--,214.33825,312.857,0.102153342753992,12.128733740155,--,0.00185342409662816,--
188.55825,312.857,0.102153342753992,,1.28098100122679,,1.89042447399177E-4,204.6589,312.857,0.102153342753992,,0.691043840728202,,2.07209356192266E-4,183.6058,312.857,0.102153342753992,,0.160663631025646,,6.29365126520163E-5,213.88605,312.857,0.102153342753992,,2.33525901793672,,3.78194349630575E-4
187.9742,312.857,0.102153342753992,2.70898052522608,--,4.01481508325705E-4,--,203.96315,312.857,0.102153342753992,36.5724931424293,--,0.0251276471040611,--,182.89935,312.857,0.102153342753992,9.50171631859077,--,0.00154674229120824,--,213.31905,312.857,0.102153342753992,12.1214986968431,--,0.00182851914730245,--
187.15325,312.857,0.102153342753992,,1.27834319579732,,1.87659277742271E-4,203.4651,312.857,0.102153342753992,,0.689636307326984,,1.92385673072797E-4,182.1441,312.857,0.102153342753992,,0.160469576007855,,6.31544225313667E-5,212.8682,312.857,0.102153342753992,,2.33383852408637,,3.84583094060998E-4
186.6,312.857,0.102153342753992,2.70168244727531,--,4.15933459922601E-4,--,202.76115,312.857,0.102153342753992,36.492577525967,--,0.02503396562929,--,181.4681,312.857,0.102153342753992,9.48578968460516,--,0.00148454174589304,--,212.34645,312.857,0.102153342753992,12.1147204246297,--,0.00182633154555328,--
185.80705,312.857,0.102153342753992,,1.27572869488282,,1.83144819149971E-4,202.22945,312.857,0.102153342753992,,0.688577559795618,,2.55932563470211E-4,180.72845,312.857,0.102153342753992,,0.160218471245076,,5.82212844637245E-5,211.9002,312.857,0.102153342753992,,2.33279323287833,,3.73264539307868E-4
185.22355,312.857,0.102153342753992,2.69393523355585,--,4.11762541421225E-4,--,201.6975,312.857,0.102153342753992,36.4046172463132,--,0.0247289073718873,--,180.01645,312.857,0.102153342753992,9.46989770341368,--,0.00141632258293908,--,211.31535,312.857,0.102153342753992,12.1072830421642,--,0.00179302822995023,--
184.41795,312.857,0.102153342753992,,1.27333180214877,,1.79539102822751E-4,200.75615,312.857,0.102153342753992,,0.69203030144544,,5.12238256552235E-4,179.28175,312.857,0.102153342753992,,0.160024692814696,,6.08032193583397E-5,210.85205,312.857,0.102153342753992,,2.3311446190811,,3.97293708391223E-4
183.85935,312.857,0.102153342753992,2.68660027724446,--,3.87316188537973E-4,--,200.08,312.857,0.102153342753992,36.2994415091017,--,0.0246991990093597,--,178.61565,312.857,0.102153342753992,9.45427377921336,--,0.00155075564381339,--,210.30155,312.857,0.102153342753992,12.1002624347587,--,0.00174466749590336,--
183.0436,312.857,0.102153342753992,,1.27079530040909,,1.8297527916081E-4,199.5781,312.857,0.102153342753992,,0.685845161736311,,1.63431099416121E-4,177.89035,312.857,0.102153342753992,,0.159841184308936,,6.54959809191401E-5,209.81595,312.857,0.102153342753992,,2.32951557726194,,3.651458282514E-4
182.4867,312.857,0.102153342753992,2.67886448616471,--,3.97498782206994E-4,--,198.88155,312.857,0.102153342753992,36.2146162785753,--,0.024687160700332,--,177.1924,312.857,0.102153342753992,9.438351379833,--,0.00144597385515118,--,209.2723,312.857,0.102153342753992,12.0931316788335,--,0.00179819118821734,--
181.66195,312.857,0.102153342753992,,1.26813013430326,,1.96024163072338E-4,198.38705,312.857,0.102153342753992,,0.683942440366134,,1.84725189100051E-4,176.42185,312.857,0.102153342753992,,0.159599196663857,,4.96623945713834E-5,208.8396,312.857,0.102153342753992,,2.32923345639331,,3.7622738697111E-4
181.05645,312.857,0.102153342753992,2.67180675056446,--,3.99295489261205E-4,--,197.68005,312.857,0.102153342753992,36.1280410144212,--,0.0245013391512653,--,175.69715,312.857,0.102153342753992,9.42198459861935,--,0.00157316387046277,--,208.252,312.857,0.102153342753992,12.0858031078523,--,0.0018768723044474,--
180.23425,312.857,0.102153342753992,,1.26551275923458,,1.88027213573079E-4,197.1673,312.857,0.102153342753992,,0.683097773673753,,1.83736937749791E-4,174.94005,312.857,0.102153342753992,,0.159362552297703,,5.32742811731429E-5,207.79315,312.857,0.102153342753992,,2.32763789441586,,3.65620663516382E-4
179.68315,312.857,0.102153342753992,2.66451563224857,--,4.04737907236389E-4,--,196.4937,312.857,0.102153342753992,36.0423890232118,--,0.0243726668664536,--,174.35745,312.857,0.102153342753992,9.40711096225144,--,0.00142285377508612,--,207.21515,312.857,0.102153342753992,12.0786197447771,--,0.00180725092030457,--
178.8839,312.857,0.102153342753992,,1.26309199563222,,1.82260511643931E-4,195.98015,312.857,0.102153342753992,,0.681762191414384,,1.89523683067143E-4,173.57945,312.857,0.102153342753992,,0.159188079302931,,5.6903136789211E-5,206.7641,312.857,0.102153342753992,,2.32571607627665,,3.76056241929036E-4
178.32565,312.857,0.102153342753992,2.65656947659385,--,3.97681940334845E-4,--,195.41155,312.857,0.102153342753992,35.7755392521903,--,0.00539895622907106,--,172.82775,312.857,0.102153342753992,9.3899104027203,--,0.00147388360567626,--,206.1889,312.857,0.102153342753992,12.0713782290729,--,0.00172442846644686,--
177.5033,312.857,0.102153342753992,,1.26069629348729,,1.76621217053884E-4,194.9662,312.857,0.102153342753992,,0.680743929262799,,1.80362993781097E-4,172.06265,312.857,0.102153342753992,,0.158933822768142,,6.58468686696703E-5,205.7373,312.857,0.102153342753992,,2.32442377261529,,3.87987257812777E-4
176.96585,312.857,0.102153342753992,2.64971059812199,--,3.99059243888562E-4,--,194.40325,312.857,0.102153342753992,35.704457838708,--,0.00540482377406864,--,171.37415,312.857,0.102153342753992,9.37360796103116,--,0.0015057281574733,--,205.1584,312.857,0.102153342753992,12.0641712525455,--,0.00185248125919178,--
176.15085,312.857,0.102153342753992,,1.25828807356642,,1.74255542484755E-4,193.96055,312.857,0.102153342753992,,0.679416834213776,,2.65152712343803E-4,170.61425,312.857,0.102153342753992,,0.158723075487399,,5.61800921953187E-5,204.7115,312.857,0.102153342753992,,2.32343564344652,,3.6543860640428E-4
175.5866,312.857,0.102153342753992,2.64188280875942,--,4.13529382211845E-4,--,193.37535,312.857,0.102153342753992,35.6303535198474,--,0.00557111775350576,--,170.0287,312.857,0.102153342753992,9.35820502267727,--,0.00149839467779785,--,204.1362,312.857,0.102153342753992,12.0568217040672,--,0.00176991813402605,--
174.7666,312.857,0.102153342753992,,1.2555907659045,,1.8056713390133E-4,192.91345,312.857,0.102153342753992,,0.677639102123373,,1.42547285292901E-4,169.27505,312.857,0.102153342753992,,0.15849331625259,,6.86468034111711E-5,203.68735,312.857,0.102153342753992,,2.32165303087501,,3.65699797968873E-4
174.15565,312.857,0.102153342753992,2.63397173620282,--,4.02436074928969E-4,--,192.33635,312.857,0.102153342753992,35.5557360230675,--,0.00533415088144041,--,168.5751,312.857,0.102153342753992,9.3425181106642,--,0.00155458778896332,--,203.13055,312.857,0.102153342753992,12.0496376821165,--,0.00184604831276447,--
173.3794,312.857,0.102153342753992,,1.25313500209734,,1.8009992792853E-4,191.8615,312.857,0.102153342753992,,0.67622149926799,,1.79656332899978E-4,167.8331,312.857,0.102153342753992,,0.158282835733088,,5.64343702239557E-5,202.6593,312.857,0.102153342753992,,2.32003879183895,,3.86464352442702E-4
172.78965,312.857,0.102153342753992,2.62679448240604,--,3.95750799598736E-4,--,191.22655,312.857,0.102153342753992,35.4763990948099,--,0.00538218206363772,--,167.1282,312.857,0.102153342753992,9.32639351292485,--,0.00142971990043947,--,202.0965,312.857,0.102153342753992,12.0425515366718,--,0.00175596009097943,--
171.9913,312.857,0.102153342753992,,1.25033255500272,,1.87376729916495E-4,190.8019,312.857,0.102153342753992,,0.675083562620288,,1.54455374932955E-4,166.39385,312.857,0.102153342753992,,0.158062943701831,,5.81602493270433E-5,201.6436,312.857,0.102153342753992,,2.3190916589488,,3.80833241241943E-4
171.41895,312.857,0.102153342753992,2.61980384804617,--,3.97802793878781E-4,--,190.2074,312.857,0.102153342753992,35.4022795446949,--,0.00540304958992958,--,165.66755,312.857,0.102153342753992,9.30978629924948,--,0.00142663167210923,--,201.06035,312.857,0.102153342753992,12.0352623640078,--,0.00179807404837096,--
170.60275,312.857,0.102153342753992,,1.24755686242165,,1.78264272608462E-4,189.747,312.857,0.102153342753992,,0.673739646045523,,1.33836187982812E-4,164.9146,312.857,0.102153342753992,,0.157834869090575,,5.51741994121227E-5,200.5891,312.857,0.102153342753992,,2.31773943039808,,3.68146029339216E-4
169.9999,312.857,0.102153342753992,2.61176493599126,--,4.21852042892515E-4,--,189.19855,312.857,0.102153342753992,35.3275826504956,--,0.0052878375104124,--,164.2274,312.857,0.102153342753992,9.29347048226979,--,0.00137281740272032,--,200.03695,312.857,0.102153342753992,12.0278340703071,--,0.00179078596942881,--
169.19225,312.857,0.102153342753992,,1.24499119325769,,1.83814310119812E-4,188.7335,312.857,0.102153342753992,,0.672618481052794,,1.78415861248888E-4,163.4732,312.857,0.102153342753992,,0.15762890793826,,5.7064292952607E-5,199.5961,312.857,0.102153342753992,,2.31649404962527,,3.67053170322627E-4
168.6166,312.857,0.102153342753992,2.60440590323085,--,3.96084679931413E-4,--,188.146,312.857,0.102153342753992,35.2510012258756,--,0.00554669110331351,--,162.7572,312.857,0.102153342753992,9.27686261649046,--,0.00146022746106758,--,199.01875,312.857,0.102153342753992,12.0206170770151,--,0.00174631219328156,--
167.8045,312.857,0.102153342753992,,1.2424238827453,,1.82717129639677E-4,187.7081,312.857,0.102153342753992,,0.67164379235452,,1.91711267821306E-4,162.0142,312.857,0.102153342753992,,0.157354255220447,,5.70521484598278E-5,198.57255,312.857,0.102153342753992,,2.3152112544614,,3.56050431725928E-4
167.20965,312.857,0.102153342753992,2.59577122749681,--,3.67524183205684E-4,--,187.1229,312.857,0.102153342753992,35.1772296926139,--,0.0053697824319747,--,161.32475,312.857,0.102153342753992,9.26051854267245,--,0.00141064240092999,--,198.00745,312.857,0.102153342753992,12.0135006150961,--,0.00172679941816233,--
166.4029,312.857,0.102153342753992,,1.23965308578362,,1.77549394204618E-4,186.6781,312.857,0.102153342753992,,0.670839211266363,,1.8155444537295E-4,160.5728,312.857,0.102153342753992,,0.157149059462237,,5.73676100205564E-5,197.5406,312.857,0.102153342753992,,2.31344474349886,,3.66100552111547E-4
165.8328,312.857,0.102153342753992,2.58789292234873,--,3.93522648888971E-4,--,186.1086,312.857,0.102153342753992,35.1003252913,--,0.00533983538159418,--,159.98565,312.857,0.102153342753992,9.24568369726707,--,0.00148668011487837,--,196.9816,312.857,0.102153342753992,12.0062573952874,--,0.00168352427187844,--
165.0264,312.857,0.102153342753992,,1.23737799874268,,1.8456353461522E-4,185.6444,312.857,0.102153342753992,,0.669362150125182,,1.62173810184622E-4,159.2462,312.857,0.102153342753992,,0.15696716192643,,5.09060796081578E-5,196.5411,312.857,0.102153342753992,,2.31170249013573,,3.59906351616783E-4
164.47435,312.857,0.102153342753992,2.58047924985209,--,3.90320618350201E-4,--,185.0819,312.857,0.102153342753992,35.0237028333095,--,0.00530200732791594,--,158.64905,312.857,0.102153342753992,9.23074130988438,--,0.00140029241416734,--,195.99785,312.857,0.102153342753992,11.9993388647958,--,0.00177534930298897,--
163.69015,312.857,0.102153342753992,,1.23457346375606,,1.75729260631839E-4,184.6165,312.857,0.102153342753992,,0.668693513795841,,2.25821898516782E-4,157.90245,312.857,0.102153342753992,,0.156726883307608,,6.66392973824943E-5,195.5439,312.857,0.102153342753992,,2.31088911383388,,3.63566865711771E-4
163.1073,312.857,0.102153342753992,2.57288652072898,--,3.79897397171045E-4,--,184.0451,312.857,0.102153342753992,34.9482539197257,--,0.00545591722002812,--,157.2063,312.857,0.102153342753992,9.21403936346568,--,0.00150456361557729,--,194.9816,312.857,0.102153342753992,11.9921190770228,--,0.00172318090340362,--
162.3147,312.857,0.102153342753992,,1.23266439225244,,1.87962183867149E-4,183.59185,312.857,0.102153342753992,,0.667236613192156,,1.93483869481692E-4,156.43665,312.857,0.102153342753992,,0.156480855783691,,6.17319172045748E-5,194.5079,312.857,0.102153342753992,,2.3097662214226,,3.68688798490679E-4
161.73425,312.857,0.102153342753992,2.56546688163147,--,3.97564058085138E-4,--,183.0096,312.857,0.102153342753992,34.8715985509068,--,0.00548099155695895,--,155.71635,312.857,0.102153342753992,9.19708965952155,--,0.00133519920576484,--,193.9501,312.857,0.102153342753992,11.9848053823819,--,0.00179150562763771,--
160.93265,312.857,0.102153342753992,,1.22953126008208,,1.80609648765546E-4,182.5568,312.857,0.102153342753992,,0.665613211924707,,1.72017564458882E-4,154.9711,312.857,0.102153342753992,,0.156289600127538,,5.8312258475742E-5,193.49585,312.857,0.102153342753992,,2.30780505083154,,3.68551832878273E-4
160.37635,312.857,0.102153342753992,2.55723175992953,--,3.9527824641314E-4,--,181.99385,312.857,0.102153342753992,34.7975357023656,--,0.00548743947268817,--,154.23635,312.857,0.102153342753992,9.18062816552028,--,0.00145861914675114,--,192.9299,312.857,0.102153342753992,11.9775759477169,--,0.00185656754946535,--
159.57365,312.857,0.102153342753992,,1.22685201345214,,1.85386059313207E-4,181.5339,312.857,0.102153342753992,,0.664425953070988,,1.66704055196795E-4,153.48885,312.857,0.102153342753992,,0.155982626365247,,6.02087196920517E-5,192.47835,312.857,0.102153342753992,,2.30689607312326,,3.62530213735797E-4
158.9552,312.857,0.102153342753992,2.54961290206755,--,3.90511118869489E-4,--,181.00975,312.857,0.102153342753992,34.7247630668371,--,0.00521314774383303,--,152.76925,312.857,0.102153342753992,9.16398626172481,--,0.00153849916355208,--,191.8942,312.857,0.102153342753992,11.9702583331108,--,0.00179741866129955,--
158.1662,312.857,0.102153342753992,,1.22386302671437,,1.86985768911262E-4,180.5491,312.857,0.102153342753992,,0.662862405023396,,1.553678697591E-4,152.01935,312.857,0.102153342753992,,0.155753348708643,,6.4530562146415E-5,191.45545,312.857,0.102153342753992,,2.30512915198311,,3.67039088572543E-4
157.5846,312.857,0.102153342753992,2.54164456679019,--,3.8303434064432E-4,--,179.9891,312.857,0.102153342753992,34.6457737209516,--,0.00514186203037547,--,151.4456,312.857,0.102153342753992,9.14902783224571,--,0.00142529043540181,--,190.8708,312.857,0.102153342753992,11.9630727682189,--,0.00181829650927386,--
156.7751,312.857,0.102153342753992,,1.22120964102995,,1.75321206938134E-4,179.5479,312.857,0.102153342753992,,0.666852186866702,,5.03319715675184E-4,150.6723,312.857,0.102153342753992,,0.155477876561113,,5.42993975791184E-5,190.42855,312.857,0.102153342753992,,2.30432741724642,,3.77690180869063E-4
156.21265,312.857,0.102153342753992,2.53356143101826,--,3.81499806723184E-4,--,179.02365,312.857,0.102153342753992,34.5733803214627,--,0.00531548008527143,--,149.98745,312.857,0.102153342753992,9.13224336732458,--,0.00146538565956527,--,189.885,312.857,0.102153342753992,11.9560825423116,--,0.00181156544481738,--
155.40645,312.857,0.102153342753992,,1.21842140707927,,1.66387570995995E-4,178.5794,312.857,0.102153342753992,,0.665643575889245,,5.32791316463965E-4,149.2397,312.857,0.102153342753992,,0.155241971658024,,6.60512414315408E-5,189.4279,312.857,0.102153342753992,,2.30306676376915,,3.67777174492224E-4
154.85505,312.857,0.102153342753992,2.52675605863347,--,3.97578110392053E-4,--,178.04765,312.857,0.102153342753992,34.4994328761911,--,0.00515769740999023,--,148.49045,312.857,0.102153342753992,9.11498516891364,--,0.00142491064121049,--,188.8122,312.857,0.102153342753992,11.9484400063037,--,0.00173715966945858,--
154.0584,312.857,0.102153342753992,,1.21547205712541,,1.71538635277905E-4,177.58495,312.857,0.102153342753992,,0.65956678883958,,2.66112055053389E-4,147.7347,312.857,0.102153342753992,,0.155054233133686,,6.01834507915354E-5,188.3488,312.857,0.102153342753992,,2.30116951236036,,3.70225358469348E-4
153.48115,312.857,0.102153342753992,2.51913859313549,--,3.80528932721589E-4,--,177.0375,312.857,0.102153342753992,34.4224824542324,--,0.00545007003661046,--,147.0082,312.857,0.102153342753992,9.09802835456859,--,0.00148423880974219,--,187.71255,312.857,0.102153342753992,11.9407678785644,--,0.00177558390026301,--
152.67085,312.857,0.102153342753992,,1.21243750905145,,1.86011812614119E-4,176.5895,312.857,0.102153342753992,,0.658146129833254,,2.12648907860122E-4,146.24845,312.857,0.102153342753992,,0.154759040923032,,6.12782363199314E-5,187.2586,312.857,0.102153342753992,,2.29931524643283,,3.89257976410732E-4
152.03585,312.857,0.102153342753992,2.51149641815271,--,3.77803444965162E-4,--,176.002,312.857,0.102153342753992,34.3446284675565,--,0.00534199144739745,--,145.52325,312.857,0.102153342753992,9.081274887033,--,0.00148214524462729,--,186.6871,312.857,0.102153342753992,11.9333941913898,--,0.00178264109705645,--
151.25145,312.857,0.102153342753992,,1.20916083403087,,1.77260705829598E-4,175.57625,312.857,0.102153342753992,,0.656423193935005,,1.41933037152417E-4,144.76095,312.857,0.102153342753992,,0.154567644692527,,6.45430767264006E-5,186.2256,312.857,0.102153342753992,,2.29835138133734,,3.688937097685E-4
150.67825,312.857,0.102153342753992,2.50468244051952,--,3.85595801289811E-4,--,175.0296,312.857,0.102153342753992,34.2685337070467,--,0.0054394557970814,--,144.042,312.857,0.102153342753992,9.0643065719471,--,0.00137957079129755,--,185.6833,312.857,0.102153342753992,11.9263416132776,--,0.00174366069089751,--
149.88375,312.857,0.102153342753992,,1.20613918228525,,1.81020519621946E-4,174.5598,312.857,0.102153342753992,,0.655460821884776,,1.75670761541859E-4,143.2864,312.857,0.102153342753992,,0.154273979947226,,5.39384520756397E-5,185.24075,312.857,0.102153342753992,,2.29693286391998,,3.71261354568944E-4
149.31385,312.857,0.102153342753992,2.49639815911907,--,3.68685512997833E-4,--,174.0039,312.857,0.102153342753992,34.1904433282733,--,0.00526574234125801,--,142.55025,312.857,0.102153342753992,9.04736413060956,--,0.00131590997868982,--,184.6565,312.857,0.102153342753992,11.9190133346187,--,0.00173789465531352,--
148.4941,312.857,0.102153342753992,,1.20317430533272,,1.75185071914772E-4,173.57165,312.857,0.102153342753992,,0.658571128203812,,4.81408746644308E-4,141.8116,312.857,0.102153342753992,,0.154064851978614,,6.1564633097821E-5,184.19355,312.857,0.102153342753992,,2.29641278518635,,3.74978283040283E-4
147.93245,312.857,0.102153342753992,2.4888454353503,--,3.68418548260978E-4,--,173.09135,312.857,0.102153342753992,34.1201396719869,--,0.00534452975525248,--,141.0688,312.857,0.102153342753992,9.0304614570096,--,0.00142277383904915,--,183.6272,312.857,0.102153342753992,11.9118097444866,--,0.00169420747263293,--
147.12475,312.857,0.102153342753992,,1.2002214272841,,1.71984929259158E-4,172.63975,312.857,0.102153342753992,,0.651887061202453,,1.53127501750432E-4,140.3154,312.857,0.102153342753992,,0.153743941394371,,5.88922090187549E-5,183.17105,312.857,0.102153342753992,,2.29446423966903,,3.70125644569808E-4
146.57165,312.857,0.102153342753992,2.48075106704312,--,3.52043601936651E-4,--,172.0737,312.857,0.102153342753992,34.0405267540171,--,0.00523651591797212,--,139.5807,312.857,0.102153342753992,9.01329824018301,--,0.00140535407996709,--,182.5953,312.857,0.102153342753992,11.9045111131396,--,0.00177032173313419,--
145.79525,312.857,0.102153342753992,,1.19747838010613,,1.69458807919165E-4,171.62295,312.857,0.102153342753992,,0.65112462701807,,2.27496093475341E-4,138.8347,312.857,0.102153342753992,,0.153517210939628,,5.42916261139793E-5,182.1323,312.857,0.102153342753992,,2.29332666988668,,3.86085329587231E-4
145.21265,312.857,0.102153342753992,2.47248491320931,--,3.7301027046271E-4,--,171.0471,312.857,0.102153342753992,33.959068981489,--,0.00517539282622586,--,138.1256,312.857,0.102153342753992,8.99646873126432,--,0.00141654725496382,--,181.56955,312.857,0.102153342753992,11.8972627108074,--,0.00171579217687618,--
144.4199,312.857,0.102153342753992,,1.19491814659042,,1.68850462158622E-4,170.59745,312.857,0.102153342753992,,0.650150801751272,,1.90964114768765E-4,137.38945,312.857,0.102153342753992,,0.15332846798068,,6.14157107299208E-5,181.10925,312.857,0.102153342753992,,2.29171419465268,,3.81899780924509E-4
143.85895,312.857,0.102153342753992,2.46453211907773,--,3.70680391827789E-4,--,170.02475,312.857,0.102153342753992,33.8798100859713,--,0.0052386874293457,--,136.6953,312.857,0.102153342753992,8.98015849313222,--,0.00145605106239955,--,180.5427,312.857,0.102153342753992,11.8900071917475,--,0.00177302372667835,--
143.0713,312.857,0.102153342753992,,1.19219431768803,,1.72500140852685E-4,169.5634,312.857,0.102153342753992,,0.648429896371153,,1.81516953729587E-4,135.9715,312.857,0.102153342753992,,0.153104568040817,,5.73228813088908E-5,180.09685,312.857,0.102153342753992,,2.29042346460302,,3.65699880256287E-4
142.4765,312.857,0.102153342753992,2.4560633026201,--,3.79950409764185E-4,--,169.0079,312.857,0.102153342753992,33.8017900849021,--,0.0052329194340138,--,135.2194,312.857,0.102153342753992,8.96295223765893,--,0.00127423166772848,--,179.5179,312.857,0.102153342753992,11.8826339259102,--,0.0017032616269457,--
141.6819,312.857,0.102153342753992,,1.18918256845902,,1.72028202610909E-4,168.56025,312.857,0.102153342753992,,0.651998628881129,,4.89453166975833E-4,134.4834,312.857,0.102153342753992,,0.152801233938959,,6.6676182663787E-5,179.06615,312.857,0.102153342753992,,2.288646289131,,3.73876408643953E-4
141.10425,312.857,0.102153342753992,2.44741102427445,--,3.63590782480359E-4,--,168.0749,312.857,0.102153342753992,33.7286373044917,--,0.00514546397608362,--,133.7746,312.857,0.102153342753992,8.94610715742494,--,0.00137505386174539,--,178.49445,312.857,0.102153342753992,11.8755668160552,--,0.001763869473869,--
140.31315,312.857,0.102153342753992,,1.1863261064713,,1.62136058759172E-4,167.61845,312.857,0.102153342753992,,0.646054792148719,,1.7671825927844E-4,133.0247,312.857,0.102153342753992,,0.152525761564671,,6.27460782573131E-5,178.03105,312.857,0.102153342753992,,2.28700569240669,,3.68122309378034E-4
139.7372,312.857,0.102153342753992,2.43929463074928,--,3.70993231863944E-4,--,167.0566,312.857,0.102153342753992,33.6475586870375,--,0.00522220791382396,--,132.2959,312.857,0.102153342753992,8.92926248866129,--,0.00146841429564526,--,177.47715,312.857,0.102153342753992,11.8681715813265,--,0.00176306303145969,--
138.88315,312.857,0.102153342753992,,1.18339658197204,,1.58548754393354E-4,166.59045,312.857,0.102153342753992,,0.644225210217289,,1.6225677834753E-4,131.5588,312.857,0.102153342753992,,0.152297166051622,,6.28834525602028E-5,177.00715,312.857,0.102153342753992,,2.28590148077962,,3.63804964043711E-4
138.30445,312.857,0.102153342753992,2.43006883718627,--,3.5628754195774E-4,--,166.0262,312.857,0.102153342753992,33.566250389112,--,0.00532420316477396,--,130.8336,312.857,0.102153342753992,8.91182495365158,--,0.00139982208409429,--,176.43055,312.857,0.102153342753992,11.8608115223525,--,0.00178637452179905,--
137.51755,312.857,0.102153342753992,,1.18055755089832,,1.76121609702114E-4,165.58365,312.857,0.102153342753992,,0.64297116391128,,1.76267244036426E-4,130.0603,312.857,0.102153342753992,,0.152056122692711,,5.87112105752906E-5,175.95715,312.857,0.102153342753992,,2.28459375033854,,3.66536566869266E-4
