Photon Energy,Absorption,Photon Energy,Absorption,Photon Energy,Absorption,Photon Energy,Absorption,Photon Energy,Absorption
eV,,eV,,eV,,eV,,eV,
,As Deposited,,Gd (3 nm),,Gd (7 nm),,Gd (20 nm),,Ta (20 nm) Annealed
949.40002441,0.295697664643646,949.40002441,0.267909539006812,949.40002441,0.310547954757963,949.40002441,0.324966461696643,949.40002441,0.555858092309648
949.59997559,0.301237550007669,949.59997559,0.275410284435598,949.59997559,0.317901266953074,949.59997559,0.336868189340101,949.59997559,0.564821829212848
949.79998779,0.312901379015277,949.79998779,0.286917146272834,949.79998779,0.32953453731455,949.79998779,0.346120159145445,949.79998779,0.589253588878311
950,0.321111515827966,950,0.297961992087376,950,0.340811839836288,950,0.364774513972895,950,0.585452899072887
950.20001221,0.341282063403059,950.20001221,0.314118817011984,950.20001221,0.35682488248051,950.20001221,0.387216688956215,950.20001221,0.600589975026581
950.40002441,0.358277685139601,950.40002441,0.337794328674858,950.40002441,0.383121746540843,950.40002441,0.422303426587924,950.40002441,0.615811516975412
950.59997559,0.383951065361007,950.59997559,0.373966482163832,950.59997559,0.419420356239284,950.59997559,0.476157600330238,950.59997559,0.657710339871664
950.79998779,0.429835398511487,950.79998779,0.42031915802342,950.79998779,0.467928684133302,950.79998779,0.539632460812529,950.79998779,0.697263927621296
951,0.489994731972658,951,0.486267386403537,951,0.534096471741869,951,0.61230840698546,951,0.747455766264035
951.20001221,0.553436106706522,951.20001221,0.546050626439144,951.20001221,0.60405366374479,951.20001221,0.661999772043006,951.20001221,0.795868315735032
951.40002441,0.610010336550446,951.40002441,0.59700200021623,951.40002441,0.66106482060431,951.40002441,0.679160556545114,951.40002441,0.827142658433152
951.59997559,0.650456125740652,951.59997559,0.620839018968584,951.59997559,0.682814167935823,951.59997559,0.651768075048417,951.59997559,0.846727981372951
951.79998779,0.656634900990793,951.79998779,0.611213609658388,951.79998779,0.666062910807395,951.79998779,0.595843998694099,951.79998779,0.81326387861942
952,0.646634205787496,952,0.585621286265091,952,0.632617552279774,952,0.544684171014253,952,0.785116449657204
952.20001221,0.625372674079561,952.20001221,0.558455390182703,952.20001221,0.593230481775074,952.20001221,0.500044738641791,952.20001221,0.735713670143201
952.40002441,0.60818795231914,952.40002441,0.534380374567615,952.40002441,0.565203875021084,952.40002441,0.466897993719341,952.40002441,0.719849930788099
952.59997559,0.591884045366052,952.59997559,0.522997569809884,952.59997559,0.543137988221424,952.59997559,0.45059009520438,952.59997559,0.699230346233762
952.79998779,0.587377676851187,952.79998779,0.509889234609758,952.79998779,0.529523026374635,952.79998779,0.441533480455893,952.79998779,0.718225284773142
953,0.571001150488866,953,0.50069346202081,953,0.523050983701532,953,0.442408480933965,953,0.729973468061033
953.20001221,0.562495946830419,953.20001221,0.487955362687567,953.20001221,0.513402796251964,953.20001221,0.4483683808099,953.20001221,0.759622868183488
953.40002441,0.546303662378409,953.40002441,0.473863399039434,953.40002441,0.503085278973106,953.40002441,0.457596601209376,953.40002441,0.78864329876382
953.59997559,0.524505778550994,953.59997559,0.458031848211282,953.59997559,0.493392846831655,953.59997559,0.464604199925761,953.59997559,0.828170425552773
953.79998779,0.505320760662571,953.79998779,0.440075364892865,953.79998779,0.487272978240862,953.79998779,0.472132372199079,953.79998779,0.860837260779698
954,0.487702776877,954,0.425249503776207,954,0.480275851799418,954,0.477922766502819,954,0.893154314584047
954.20001221,0.47117677336261,954.20001221,0.412163014288909,954.20001221,0.473116860415885,954.20001221,0.474842937842825,954.20001221,0.92209435468431
954.40002441,0.457848138070772,954.40002441,0.403354482633607,954.40002441,0.466435760112387,954.40002441,0.469757225725131,954.40002441,0.920244849404515
954.59997559,0.447183999071894,954.59997559,0.398053843235902,954.59997559,0.463527892880522,954.59997559,0.462406865991127,954.59997559,0.915281484058511
954.79998779,0.438224773652764,954.79998779,0.389244060787911,954.79998779,0.458040682934012,954.79998779,0.459252444022359,954.79998779,0.896421638944692
955,0.430485599761347,955,0.385760328012998,955,0.452803846150903,955,0.452679081522924,955,0.867706296479398
955.20001221,0.431543731510824,955.20001221,0.382317501768058,955.20001221,0.448848576868037,955.20001221,0.447107047511889,955.20001221,0.840761463025332
955.40002441,0.427333774755284,955.40002441,0.381825198938044,955.40002441,0.448311713320029,955.40002441,0.449915924056353,955.40002441,0.825780314271911
955.59997559,0.428478292426647,955.59997559,0.381662308679547,955.59997559,0.450538782309241,955.59997559,0.450346263149711,955.59997559,0.815881845345973
955.79998779,0.428509902423403,955.79998779,0.385122062634237,955.79998779,0.450235505110645,955.79998779,0.451771570474375,955.79998779,0.808922393368834
956,0.431832161485101,956,0.388507740297081,956,0.453567847383625,956,0.454618702662279,956,0.79775154392484
956.20001221,0.434039970960443,956.20001221,0.390325492563311,956.20001221,0.458806778115034,956.20001221,0.455348036123475,956.20001221,0.813847384602475
956.40002441,0.436022374499128,956.40002441,0.393214243360576,956.40002441,0.459029179104995,956.40002441,0.457015840001471,956.40002441,0.805136253774262
956.59997559,0.441624795399023,956.59997559,0.394697485645771,956.59997559,0.46162443350122,956.59997559,0.460632845487238,956.59997559,0.811901374609382
956.79998779,0.444603800643429,956.79998779,0.393358302515869,956.79998779,0.464312405137507,956.79998779,0.462055462504727,956.79998779,0.803138009695992
957,0.444699150734486,957,0.392750742894241,957,0.466311568650021,957,0.462424012554526,957,0.789750020160329
957.20001221,0.445194647749859,957.20001221,0.395377643092027,957.20001221,0.464886616970599,957.20001221,0.463507900017562,957.20001221,0.795214352933709
957.40002441,0.441972851068419,957.40002441,0.393839451861997,957.40002441,0.465386392239797,957.40002441,0.466557607976364,957.40002441,0.79427496598831
957.59997559,0.443555885342975,957.59997559,0.398385562583254,957.59997559,0.466145804541142,957.59997559,0.467863784175471,957.59997559,0.801073236735139
957.79998779,0.444424723756218,957.79998779,0.397208207097718,957.79998779,0.466752779880453,957.79998779,0.468111319997548,957.79998779,0.799841807238159
958,0.442225509261583,958,0.397227320016207,958,0.469246216051756,958,0.4713732472888,958,0.795334679040784
958.20001221,0.441276648321164,958.20001221,0.398321999775252,958.20001221,0.471323616615718,958.20001221,0.471907656522173,958.20001221,0.799908015861455
958.40002441,0.442498492957216,958.40002441,0.400478759684219,958.40002441,0.472815407039467,958.40002441,0.475955349350605,958.40002441,0.798039025813952
958.59997559,0.448010529580693,958.59997559,0.400722846802484,958.59997559,0.476470228899444,958.59997559,0.476304618101125,958.59997559,0.798718613690314
958.79998779,0.449331429650438,958.79998779,0.402978227246557,958.79998779,0.478650611712029,958.79998779,0.477038572074375,958.79998779,0.796860017357103
959,0.451377763321935,959,0.405421867165129,959,0.477374548066941,959,0.479007014002735,959,0.795617123440805
959.20001221,0.450964814814531,959.20001221,0.406003430807272,959.20001221,0.477596895255957,959.20001221,0.477448282422128,959.20001221,0.787238553645827
959.40002441,0.452868412822177,959.40002441,0.407235072098206,959.40002441,0.478876443062303,959.40002441,0.478473811384867,959.40002441,0.796216803179936
959.59997559,0.457328891175185,959.59997559,0.409393095961086,959.59997559,0.480009889539156,959.59997559,0.477664834456269,959.59997559,0.800963532902922
959.79998779,0.459181329030725,959.79998779,0.408976267946075,959.79998779,0.480227990856222,959.79998779,0.477145548873022,959.79998779,0.802371791231333
960,0.460374735218847,960,0.40757431516799,960,0.48131394658445,960,0.477884396916385,960,0.799763839516993
960.20001221,0.461843635622924,960.20001221,0.413544287608033,960.20001221,0.480783998998011,960.20001221,0.478628856035646,960.20001221,0.79234780412749
960.40002441,0.461077312293688,960.40002441,0.41194099413145,960.40002441,0.480902082392388,960.40002441,0.477800256083121,960.40002441,0.799407357450095
960.59997559,0.464451327499726,960.59997559,0.413133492579423,960.59997559,0.47885352446106,960.59997559,0.475856532376447,960.59997559,0.799006436470579
960.79998779,0.466362313374912,960.79998779,0.414065486952276,960.79998779,0.481782018411337,960.79998779,0.476176453547987,960.79998779,0.793077685892426
961,0.467853005868843,961,0.416442093347111,961,0.482702101406769,961,0.472317664666402,961,0.799002056404154
961.20001221,0.469469166184908,961.20001221,0.417972661396259,961.20001221,0.483696626937523,961.20001221,0.47522874732174,961.20001221,0.804343421775818
961.40002441,0.474806933335386,961.40002441,0.420872697246947,961.40002441,0.485947619541019,961.40002441,0.474457676354292,961.40002441,0.811795168396582
961.59997559,0.480484181318377,961.59997559,0.423002812917987,961.59997559,0.488746777028876,961.59997559,0.47416045428443,961.59997559,0.800947425227547
961.79998779,0.478366736011296,961.79998779,0.426060417182904,961.79998779,0.491084369028002,961.79998779,0.476654508065983,961.79998779,0.806826561362448
962,0.481678990918282,962,0.426224880482572,962,0.491098892346302,962,0.475412104318136,962,0.815372513072828
962.20001221,0.485028563949227,962.20001221,0.429255284705992,962.20001221,0.493465542889154,962.20001221,0.477946915064676,962.20001221,0.81511821806853
962.40002441,0.481566088885893,962.40002441,0.427695732388372,962.40002441,0.495933176291232,962.40002441,0.478501872176185,962.40002441,0.81007657942294
962.59997559,0.485414929768006,962.59997559,0.431350909400626,962.59997559,0.496433802106052,962.59997559,0.481077840308246,962.59997559,0.812618444063256
962.79998779,0.48723470885397,962.79998779,0.429385339902499,962.79998779,0.497851011448291,962.79998779,0.485657302613521,962.79998779,0.822196223709839
963,0.484101826968731,963,0.431726502365207,963,0.501644697868276,963,0.486465768886942,963,0.816036023329722
963.20001221,0.486201564823833,963.20001221,0.432180312669733,963.20001221,0.500808312528159,963.20001221,0.485313034328734,963.20001221,0.821001483489967
963.40002441,0.484505876925773,963.40002441,0.434843107530355,963.40002441,0.503966344963856,963.40002441,0.4873971648167,963.40002441,0.816291786162981
963.59997559,0.489003153396104,963.59997559,0.435380490937052,963.59997559,0.50441747677681,963.59997559,0.489878102459333,963.59997559,0.825158563883135
963.79998779,0.488880416973357,963.79998779,0.436131755951766,963.79998779,0.506208916182258,963.79998779,0.490905615710191,963.79998779,0.826214274581429
964,0.486000709117484,964,0.438356020662898,964,0.507017238994757,964,0.496033706392761,964,0.835520622859156
964.20001221,0.494671421383468,964.20001221,0.440416878091098,964.20001221,0.509544746692906,964.20001221,0.494435204400095,964.20001221,0.831972718006482
964.40002441,0.493482154365395,964.40002441,0.441614175901219,964.40002441,0.513583570411062,964.40002441,0.502043998626081,964.40002441,0.829554409438085
964.59997559,0.497052731706027,964.59997559,0.445264099525373,964.59997559,0.517441662616646,964.59997559,0.50458711086845,964.59997559,0.834142255806905
964.79998779,0.500046120607833,964.79998779,0.448095684213161,964.79998779,0.519675895048897,964.79998779,0.50643950560678,964.79998779,0.836937679496201
965,0.501424964318126,965,0.449952833014578,965,0.523377316271933,965,0.51131555687743,965,0.839825587067495
965.20001221,0.500530037400741,965.20001221,0.450316434093823,965.20001221,0.524095650877664,965.20001221,0.509537055912401,965.20001221,0.84174455579022
965.40002441,0.505628135248074,965.40002441,0.452177437476129,965.40002441,0.526103718967918,965.40002441,0.51260384386566,965.40002441,0.850450100630751
965.59997559,0.508537730302766,965.59997559,0.451210455132777,965.59997559,0.525051271247638,965.59997559,0.514651677506074,965.59997559,0.848624642980965
965.79998779,0.507471541823284,965.79998779,0.45429857488793,965.79998779,0.52726460376272,965.79998779,0.517866596559251,965.79998779,0.853221322908148
966,0.509361150815489,966,0.453165618709733,966,0.529559246758441,966,0.518370528379461,966,0.857527341998132
966.20001221,0.510588271513621,966.20001221,0.454470654069221,966.20001221,0.527585366517288,966.20001221,0.519874921285004,966.20001221,0.858525979679126
966.40002441,0.511868837309831,966.40002441,0.454750560199506,966.40002441,0.528007406139693,966.40002441,0.517220185294147,966.40002441,0.875390898616928
966.59997559,0.50689758066736,966.59997559,0.455384133809928,966.59997559,0.527530468283878,966.59997559,0.518979144730097,966.59997559,0.868043143807165
966.79998779,0.508491974074727,966.79998779,0.457553597343399,966.79998779,0.529929653370866,966.79998779,0.520259292940432,966.79998779,0.86022984582765
967,0.509018007945796,967,0.454555317781145,967,0.529442892459045,967,0.520653184123099,967,0.869364283298597
967.20001221,0.508432286899403,967.20001221,0.457243495076058,967.20001221,0.528885774497428,967.20001221,0.521469201714575,967.20001221,0.877176653993057
967.40002441,0.511764715992595,967.40002441,0.455338776687043,967.40002441,0.529642150021825,967.40002441,0.521502440996683,967.40002441,0.875961391874799
967.59997559,0.510915320525401,967.59997559,0.45667814966683,967.59997559,0.531111173935641,967.59997559,0.523801554087665,967.59997559,0.877762594435435
967.79998779,0.513555070301222,967.79998779,0.458718022912397,967.79998779,0.531875975159109,967.79998779,0.527874306866634,967.79998779,0.875929817837974
968,0.510166992708699,968,0.459974551645399,968,0.534073095481922,968,0.526265761329708,968,0.890654850005298
968.20001221,0.512295371689679,968.20001221,0.460005008793416,968.20001221,0.533599096997897,968.20001221,0.528951513699018,968.20001221,0.890075109347886
968.40002441,0.514207069350616,968.40002441,0.461416447628617,968.40002441,0.534688442951835,968.40002441,0.530705412554266,968.40002441,0.892044801944366
968.59997559,0.512440273266142,968.59997559,0.461402049124139,968.59997559,0.535958641519335,968.59997559,0.529031941050577,968.59997559,0.894673873524853
968.79998779,0.513487158886602,968.79998779,0.464011340734318,968.79998779,0.53712981267786,968.79998779,0.531873129268035,968.79998779,0.895206343271648
969,0.514681093529913,969,0.463352733156886,969,0.538768054180283,969,0.532369070189475,969,0.905676111536686
969.20001221,0.516431478409893,969.20001221,0.463530639363417,969.20001221,0.539775475116128,969.20001221,0.532273866129567,969.20001221,0.90411512104909
969.40002441,0.517828894998416,969.40002441,0.467557532858712,969.40002441,0.542422895917093,969.40002441,0.53646420039959,969.40002441,0.90785733666393
969.59997559,0.523125738984729,969.59997559,0.469886870077779,969.59997559,0.546616331805951,969.59997559,0.537871104671137,969.59997559,0.909604009925196
969.79998779,0.525479109566322,969.79998779,0.471667943434695,969.79998779,0.546665915802104,969.79998779,0.540016729875541,969.79998779,0.914142414640614
970,0.527362091539887,970,0.475327002467643,970,0.548573377697467,970,0.540320051407596,970,0.904669979122263
