Photon Energy,Absorption
eV,
,Ta (20 nm) Annealed
910.20001221,0.0110941856689313
910.40002441,0.00804133222885955
910.59997559,0.00603171927439225
910.79998779,0.00932806775973425
911,0.00808931986191438
911.20001221,0.00513238847163215
911.40002441,0.00556762493375496
911.59997559,0.00540376853848315
911.79998779,0.00113077869009566
912,0.0142734596112315
912.20001221,0.00864239900308419
912.40002441,0.015530791567966
912.59997559,0.00870833728203605
912.79998779,0.0163768493113023
913,0.0109400453000567
913.20001221,0.0152485788668282
913.40002441,0.0144619763362438
913.59997559,0.0108166405459863
913.79998779,0.0151309179744022
914,0.0125068074387483
914.20001221,0.013103822809767
914.40002441,0.0207004127345086
914.59997559,0.0244457292593341
914.79998779,0.0104997028965678
915,0.0143390529138721
915.20001221,0.0173331441132464
915.40002441,0.0286920403224753
915.59997559,0.0154212303292764
915.79998779,0.0194967603947575
916,0.0187466740792921
916.20001221,0.0201535325689773
916.40002441,0.0253178955768444
916.59997559,0.0275642023932113
916.79998779,0.0272928162600133
917,0.034762126106012
917.20001221,0.0322622626135621
917.40002441,0.025470305132051
917.59997559,0.0337365243565472
917.79998779,0.0203933822259631
918,0.0212105813128445
918.20001221,0.0260993054067228
918.40002441,0.018565730884282
918.59997559,0.0327332124737827
918.79998779,0.02565143199481
919,0.0334270186233769
919.20001221,0.0297812938497416
919.40002441,0.0330050119795693
919.59997559,0.034785432674648
919.79998779,0.0411190063856462
920,0.0325374717225316
920.20001221,0.0324371501097021
920.40002441,0.0354589964152422
920.59997559,0.0363206465083364
920.79998779,0.0358234902747437
921,0.0367963027385616
921.20001221,0.0328637133524535
921.40002441,0.0437042275050512
921.59997559,0.0374838958677195
921.79998779,0.0387491389925177
922,0.041215222025588
922.20001221,0.0414856424208893
922.40002441,0.0396979492507603
922.59997559,0.0426253458137787
922.79998779,0.0357544421456569
923,0.0415880100732187
923.20001221,0.0409423078352677
923.40002441,0.0471476473318885
923.59997559,0.0419041866386738
923.79998779,0.0506369132719878
924,0.04881245308515
924.20001221,0.0495045944770869
924.40002441,0.0492265308214579
924.59997559,0.0582986214104196
924.79998779,0.0490878091776626
925,0.0484962343055027
925.20001221,0.0539660558205694
925.40002441,0.049470481377923
925.59997559,0.0586123072033927
925.79998779,0.0476024212772722
926,0.0568787069739825
926.20001221,0.0613624448795852
926.40002441,0.0545726893842339
926.59997559,0.0561713287023975
926.79998779,0.0547430907073789
927,0.0542113709281471
927.20001221,0.0652708231626941
927.40002441,0.0652193742513205
927.59997559,0.0662415645213249
927.79998779,0.0745993542713691
928,0.0720516340690773
928.20001221,0.0813117053087968
928.40002441,0.0780320175013145
928.59997559,0.0846247767001278
928.79998779,0.0875743082297589
929,0.0818840353807593
929.20001221,0.09431150288514
929.40002441,0.106537204644927
929.59997559,0.127574319068091
929.79998779,0.136151560874509
930,0.15971058097661
930.20001221,0.200415438840757
930.40002441,0.256109687688198
930.59997559,0.359965761474614
930.79998779,0.487673731637346
931,0.678131078033279
931.20001221,0.854711138480913
931.40002441,0.986472305399057
931.59997559,0.994621616832279
931.79998779,0.839333114318436
932,0.642074864234704
932.20001221,0.491354369318279
932.40002441,0.409076676732048
932.59997559,0.402616290671852
932.79998779,0.410608931229037
933,0.440088638377466
933.20001221,0.486002637820093
933.40002441,0.557133891749323
933.59997559,0.640835140961336
933.79998779,0.749997326138471
934,0.847640715420871
934.20001221,0.944187883040492
934.40002441,0.984096733129237
934.59997559,0.942491039996001
934.79998779,0.831805648595619
935,0.726722614677296
935.20001221,0.63849934229127
935.40002441,0.590578188273765
935.59997559,0.556167129213623
935.79998779,0.551598067142862
936,0.532010936561831
936.20001221,0.53202879371898
936.40002441,0.513939562411911
936.59997559,0.504956527946144
936.79998779,0.502496046747151
937,0.491418819666052
937.20001221,0.484401464414816
937.40002441,0.465685453542715
937.59997559,0.469272492638284
937.79998779,0.468763277318538
938,0.454917393052921
938.20001221,0.445496022871088
938.40002441,0.442125394795151
938.59997559,0.443467290131308
938.79998779,0.441021335632545
939,0.444998064676906
939.20001221,0.444276212871824
939.40002441,0.442740168129627
939.59997559,0.43760963357445
939.79998779,0.439408552844836
940,0.436641192756461
940.20001221,0.43333714426455
940.40002441,0.435260283366173
940.59997559,0.432815029123987
940.79998779,0.433716013977145
941,0.420874776455468
941.20001221,0.436910757258924
941.40002441,0.430827238041471
941.59997559,0.423232671908311
941.79998779,0.434995284414546
942,0.444069023490639
942.20001221,0.441041996902418
942.40002441,0.44322289078913
