Photon Energy,Absorption
938.20001221,0.26274727257583
938.40002441,0.264726326890297
938.59997559,0.264383648762208
938.79998779,0.266252573174889
939,0.266535279562628
939.20001221,0.266251275093662
939.40002441,0.263583080346112
939.59997559,0.258658904305796
939.79998779,0.25611085130449
940,0.24930990927149
940.20001221,0.245939137494551
940.40002441,0.239013657516666
940.59997559,0.234256762650777
940.79998779,0.22911178172883
941,0.226615513789553
941.20001221,0.226025600464903
941.40002441,0.226689388873523
941.59997559,0.224821874852201
941.79998779,0.225886495715104
942,0.226300905537371
942.20001221,0.230327739190064
942.40002441,0.235020088078783
942.59997559,0.239924403739082
942.79998779,0.245072329629785
943,0.251051033415624
943.20001221,0.253692251583582
943.40002441,0.254742123808563
943.59997559,0.258844834940916
943.79998779,0.258755809509348
944,0.259487182557656
944.20001221,0.262267625551254
944.40002441,0.26181233803221
944.59997559,0.264288140049002
944.79998779,0.266293635000625
945,0.269658664780821
945.20001221,0.272700652095536
945.40002441,0.272863068950366
945.59997559,0.276802398788768
945.79998779,0.281175060345649
946,0.286755388490665
946.20001221,0.288885499537805
946.40002441,0.290415985912757
946.59997559,0.289173622375098
946.79998779,0.288378137906385
947,0.286090755031715
947.20001221,0.284516637303605
947.40002441,0.282039026219214
947.59997559,0.281710529569164
947.79998779,0.28248925090429
948,0.281955971222129
948.20001221,0.285113193498888
948.40002441,0.288200459277433
948.59997559,0.287586842876443
948.79998779,0.293314908327034
949,0.298596927094226
949.20001221,0.302458853600909
949.40002441,0.310547954757963
949.59997559,0.317901266953074
949.79998779,0.32953453731455
950,0.340811839836288
950.20001221,0.35682488248051
950.40002441,0.383121746540843
950.59997559,0.419420356239284
950.79998779,0.467928684133302
951,0.534096471741869
951.20001221,0.60405366374479
951.40002441,0.66106482060431
951.59997559,0.682814167935823
951.79998779,0.666062910807395
952,0.632617552279774
952.20001221,0.593230481775074
952.40002441,0.565203875021084
952.59997559,0.543137988221424
952.79998779,0.529523026374635
953,0.523050983701532
953.20001221,0.513402796251964
953.40002441,0.503085278973106
953.59997559,0.493392846831655
953.79998779,0.487272978240862
954,0.480275851799418
954.20001221,0.473116860415885
954.40002441,0.466435760112387
954.59997559,0.463527892880522
954.79998779,0.458040682934012
955,0.452803846150903
955.20001221,0.448848576868037
955.40002441,0.448311713320029
955.59997559,0.450538782309241
955.79998779,0.450235505110645
956,0.453567847383625
956.20001221,0.458806778115034
956.40002441,0.459029179104995
956.59997559,0.46162443350122
956.79998779,0.464312405137507
957,0.466311568650021
957.20001221,0.464886616970599
957.40002441,0.465386392239797
957.59997559,0.466145804541142
957.79998779,0.466752779880453
958,0.469246216051756
958.20001221,0.471323616615718
958.40002441,0.472815407039467
958.59997559,0.476470228899444
958.79998779,0.478650611712029
959,0.477374548066941
959.20001221,0.477596895255957
959.40002441,0.478876443062303
959.59997559,0.480009889539156
959.79998779,0.480227990856222
960,0.48131394658445
960.20001221,0.480783998998011
960.40002441,0.480902082392388
960.59997559,0.47885352446106
960.79998779,0.481782018411337
961,0.482702101406769
961.20001221,0.483696626937523
961.40002441,0.485947619541019
961.59997559,0.488746777028876
961.79998779,0.491084369028002
962,0.491098892346302
962.20001221,0.493465542889154
962.40002441,0.495933176291232
962.59997559,0.496433802106052
962.79998779,0.497851011448291
963,0.501644697868276
963.20001221,0.500808312528159
963.40002441,0.503966344963856
963.59997559,0.50441747677681
963.79998779,0.506208916182258
964,0.507017238994757
964.20001221,0.509544746692906
964.40002441,0.513583570411062
964.59997559,0.517441662616646
964.79998779,0.519675895048897
965,0.523377316271933
965.20001221,0.524095650877664
965.40002441,0.526103718967918
965.59997559,0.525051271247638
965.79998779,0.52726460376272
966,0.529559246758441
966.20001221,0.527585366517288
966.40002441,0.528007406139693
966.59997559,0.527530468283878
966.79998779,0.529929653370866
967,0.529442892459045
967.20001221,0.528885774497428
967.40002441,0.529642150021825
967.59997559,0.531111173935641
967.79998779,0.531875975159109
968,0.534073095481922
968.20001221,0.533599096997897
968.40002441,0.534688442951835
968.59997559,0.535958641519335
968.79998779,0.53712981267786
969,0.538768054180283
969.20001221,0.539775475116128
969.40002441,0.542422895917093
969.59997559,0.546616331805951
969.79998779,0.546665915802104
970,0.548573377697467
