Photon Energy,Absorption
eV,
,Gd (7 nm)
910.20001221,-0.00131155033133877
910.40002441,0.00116892628342351
910.59997559,-5.53970999552843E-4
910.79998779,8.39850062227285E-4
911,0.00151093281914643
911.20001221,0.00215112777954808
911.40002441,8.08139778139433E-4
911.59997559,-3.76392338322566E-5
911.79998779,0.00380796415428118
912,9.17526721180465E-4
912.20001221,0.00234062822001272
912.40002441,0.00271851588630783
912.59997559,0.00150491282524778
912.79998779,0.00203404726211925
913,0.00240763255131456
913.20001221,0.00270360293682143
913.40002441,0.00300597518655118
913.59997559,0.0025606996020906
913.79998779,0.00304938713087345
914,0.00351896748492209
914.20001221,0.00410968437232423
914.40002441,0.00292422992167463
914.59997559,0.00350145463462914
914.79998779,0.00416060544846218
915,0.00373321671230463
915.20001221,0.00448336383144247
915.40002441,0.00634189952040433
915.59997559,0.00654835908689039
915.79998779,0.00430388546067732
916,0.00580402867631665
916.20001221,0.0071685388264642
916.40002441,0.00543686627731908
916.59997559,0.00659564013181053
916.79998779,0.00677929756651969
917,0.00659805185485255
917.20001221,0.00724331947378909
917.40002441,0.00518612869883364
917.59997559,0.00811175438756424
917.79998779,0.0092125337897643
918,0.00815576305170775
918.20001221,0.00756383866227728
918.40002441,0.00789577823662684
918.59997559,0.0085925911144487
918.79998779,0.00906391818160603
919,0.00916706189806473
919.20001221,0.00884658556449974
919.40002441,0.00896514054992068
919.59997559,0.0091318586877472
919.79998779,0.0109817992905731
920,0.010128080137565
920.20001221,0.00933113964010764
920.40002441,0.0117502055202658
920.59997559,0.00938917457190657
920.79998779,0.0134562754695994
921,0.0112210983149268
921.20001221,0.0103741447957612
921.40002441,0.0127030003200274
921.59997559,0.012629565233508
921.79998779,0.0116700192030234
922,0.0132521065934692
922.20001221,0.0134262151350912
922.40002441,0.0153579989204831
922.59997559,0.0120929431340975
922.79998779,0.0139139969932616
923,0.0151877574900746
923.20001221,0.0143553199591901
923.40002441,0.0151538490652853
923.59997559,0.0171868510076939
923.79998779,0.0178513276229043
924,0.0189554823447148
924.20001221,0.0195598836516944
924.40002441,0.019586820678351
924.59997559,0.0182105824537636
924.79998779,0.0207041543415242
925,0.0210362205123782
925.20001221,0.0199714152865577
925.40002441,0.0218909288747823
925.59997559,0.0247846332222768
925.79998779,0.0225837280014252
926,0.0263158741368801
926.20001221,0.026904175417935
926.40002441,0.0281082595593955
926.59997559,0.0286946909834843
926.79998779,0.0318593979768401
927,0.0315693783311211
927.20001221,0.033752629750075
927.40002441,0.036275473310818
927.59997559,0.0382545616922038
927.79998779,0.0411497896125173
928,0.0441128413042252
928.20001221,0.0472414159601981
928.40002441,0.0506443981895193
928.59997559,0.0553757647126772
928.79998779,0.0604942334012651
929,0.0692894201368549
929.20001221,0.0750443989836843
929.40002441,0.0859126642538142
929.59997559,0.100054682155306
929.79998779,0.120060519610931
930,0.142851352249041
930.20001221,0.17885835990596
930.40002441,0.231749798191856
930.59997559,0.31153366588129
930.79998779,0.428191108098392
931,0.598695464333389
931.20001221,0.776782081324672
931.40002441,0.937446668418167
931.59997559,1
931.79998779,0.955528921952699
932,0.833604558924095
932.20001221,0.712584703411526
932.40002441,0.602368939125436
932.59997559,0.521085122502323
932.79998779,0.475721150275399
933,0.445641317402239
933.20001221,0.422978284681862
933.40002441,0.392738613423091
933.59997559,0.360137732982667
933.79998779,0.328978283625093
934,0.313696806644651
934.20001221,0.303144204741623
934.40002441,0.293706288783662
934.59997559,0.277399248629913
934.79998779,0.254917776805236
935,0.234779448630775
935.20001221,0.225825033475583
935.40002441,0.222134912157402
935.59997559,0.226955744215818
935.79998779,0.233368510405162
936,0.239438052482015
936.20001221,0.247608043757937
936.40002441,0.254200756716105
936.59997559,0.261985645353972
936.79998779,0.259268274417621
937,0.261189654802624
937.20001221,0.258871100735204
937.40002441,0.259971561935818
937.59997559,0.260563971819647
937.79998779,0.259921187258046
938,0.259869489272218
