Photon Energy,Absorption
eV,
,Gd (20 nm)
910.20001221,-3.19165782636477E-4
910.40002441,-0.00101943867384534
910.59997559,-1.22815964364549E-4
910.79998779,0.00286300241602033
911,0.00214014165260723
911.20001221,0.00110509148931977
911.40002441,0.00284030552933321
911.59997559,0.00260386179225083
911.79998779,0.00142518642702667
912,0.00372165758025465
912.20001221,0.00142506267643587
912.40002441,0.00296230346752549
912.59997559,0.00480476691322998
912.79998779,0.00633179824797958
913,0.00261043391262868
913.20001221,0.00403713105080841
913.40002441,0.00180384906721758
913.59997559,0.00253686854558477
913.79998779,0.00752646831198446
914,0.00414450801016544
914.20001221,0.00369008390883769
914.40002441,0.00724289142059621
914.59997559,0.00508997300199986
914.79998779,0.0065196820960612
915,0.00580209177096189
915.20001221,0.00673684650048687
915.40002441,0.0063646180036223
915.59997559,0.00771321497151482
915.79998779,0.00652916688521005
916,0.00454551279273973
916.20001221,0.00676327837528053
916.40002441,0.00662529400630538
916.59997559,0.00697025472134793
916.79998779,0.00672427675898573
917,0.00716720015575508
917.20001221,0.00629614093277
917.40002441,0.00616351542775865
917.59997559,0.00730836747374134
917.79998779,0.00860918361580438
918,0.00823883381121592
918.20001221,0.00790099149664573
918.40002441,0.00585803769812164
918.59997559,0.0119216197886398
918.79998779,0.00786931439857477
919,0.00706200372845477
919.20001221,0.00899125581165032
919.40002441,0.0115751101078106
919.59997559,0.0122002212242908
919.79998779,0.0106060370890469
920,0.0105167745760425
920.20001221,0.00926200600702429
920.40002441,0.0121607076366558
920.59997559,0.0125228841194531
920.79998779,0.0128490444937595
921,0.0130924584766627
921.20001221,0.0144327599250248
921.40002441,0.0129153256415703
921.59997559,0.0137319240259939
921.79998779,0.0115669635326938
922,0.0157116175662222
922.20001221,0.0159243359140719
922.40002441,0.01445680136371
922.59997559,0.0154591617091121
922.79998779,0.0153164899473901
923,0.0185659945334703
923.20001221,0.0190415782878448
923.40002441,0.0170505143023177
923.59997559,0.0161238559394202
923.79998779,0.0190045162518863
924,0.0177379192793399
924.20001221,0.017572013805896
924.40002441,0.0210782609633213
924.59997559,0.0223500935996267
924.79998779,0.0222415833430257
925,0.0215205316546153
925.20001221,0.0243280973607901
925.40002441,0.0215921712291738
925.59997559,0.0236396899947945
925.79998779,0.0253620086190981
926,0.0267230022909855
926.20001221,0.0276658499438903
926.40002441,0.0290587269377973
926.59997559,0.0300258969617176
926.79998779,0.0294743762645945
927,0.0341559146764289
927.20001221,0.0354561934690128
927.40002441,0.0399535473453368
