2.99E0,-1.01E0,5E0
2.99E0,-1.0099E0,4E0
2.99E0,-1.0098E0,4E0
2.99E0,-1.0096E0,3E0
2.99E0,-1.0095E0,4E0
2.99E0,-1.0094E0,2E0
2.99E0,-1.0093E0,6E0
2.99E0,-1.0091E0,6E0
2.99E0,-1.009E0,4E0
2.99E0,-1.0089E0,1E0
2.99E0,-1.0088E0,5E0
2.99E0,-1.0086E0,2E0
2.99E0,-1.0085E0,8E0
2.99E0,-1.0084E0,8E0
2.99E0,-1.0083E0,2E0
2.99E0,-1.0081E0,5E0
2.99E0,-1.008E0,5E0
2.99E0,-1.0079E0,5E0
2.99E0,-1.0078E0,6E0
2.99E0,-1.0076E0,7E0
2.99E0,-1.0075E0,3E0
2.99E0,-1.0074E0,7E0
2.99E0,-1.0073E0,4E0
2.99E0,-1.0071E0,1E0
2.99E0,-1.007E0,5E0
2.99E0,-1.0069E0,5E0
2.99E0,-1.0068E0,1E1
2.99E0,-1.0066E0,6E0
2.99E0,-1.0065E0,1E1
2.99E0,-1.0064E0,5E0
2.99E0,-1.0063E0,8E0
2.99E0,-1.0061E0,2E0
2.99E0,-1.006E0,9E0
2.99E0,-1.0059E0,3E0
2.99E0,-1.0058E0,7E0
2.99E0,-1.0056E0,7E0
2.99E0,-1.0055E0,6E0
2.99E0,-1.0054E0,3E0
2.99E0,-1.0053E0,3E0
2.99E0,-1.0051E0,5E0
2.99E0,-1.005E0,4E0
2.99E0,-1.0049E0,6E0
2.99E0,-1.0048E0,5E0
2.99E0,-1.0046E0,3E0
2.99E0,-1.0045E0,8E0
2.99E0,-1.0044E0,8E0
2.99E0,-1.0043E0,3E0
2.99E0,-1.0041E0,8E0
2.99E0,-1.004E0,8E0
2.99E0,-1.0039E0,4E0
2.99E0,-1.0038E0,7E0
2.99E0,-1.0036E0,4E0
2.99E0,-1.0035E0,7E0
2.99E0,-1.0034E0,2E0
2.99E0,-1.0033E0,6E0
2.99E0,-1.0031E0,8E0
2.99E0,-1.003E0,1E1
2.99E0,-1.0029E0,3E0
2.99E0,-1.0028E0,3E0
2.99E0,-1.0026E0,8E0
2.99E0,-1.0025E0,3E0
2.99E0,-1.0024E0,7E0
2.99E0,-1.0023E0,4E0
2.99E0,-1.0021E0,7E0
2.99E0,-1.002E0,7E0
2.99E0,-1.0019E0,2E0
2.99E0,-1.0018E0,6E0
2.99E0,-1.0016E0,8E0
2.99E0,-1.0015E0,3E0
2.99E0,-1.0014E0,9E0
2.99E0,-1.0013E0,1.1E1
2.99E0,-1.0011E0,3E0
2.99E0,-1.001E0,8E0
2.99E0,-1.0009E0,1.4E1
2.99E0,-1.0008E0,7E0
2.99E0,-1.0006E0,8E0
2.99E0,-1.0005E0,3E0
2.99E0,-1.0004E0,7E0
2.99E0,-1.0003E0,1E1
2.99E0,-1.0001E0,8E0
2.99E0,-1E0,9E0
2.99E0,-9.9988E-1,1E1
2.99E0,-9.9975E-1,8E0
2.99E0,-9.9963E-1,3E0
2.99E0,-9.995E-1,1.2E1
2.99E0,-9.9938E-1,7E0
2.99E0,-9.9925E-1,5E0
2.99E0,-9.9913E-1,9E0
2.99E0,-9.99E-1,1E1
2.99E0,-9.9888E-1,6E0
2.99E0,-9.9875E-1,8E0
2.99E0,-9.9863E-1,6E0
2.99E0,-9.985E-1,5E0
2.99E0,-9.9838E-1,1.1E1
2.99E0,-9.9825E-1,2E0
2.99E0,-9.9813E-1,3E0
2.99E0,-9.98E-1,6E0
2.99E0,-9.9788E-1,7E0
2.99E0,-9.9775E-1,4E0
2.99E0,-9.9763E-1,1.4E1
2.99E0,-9.975E-1,4E0
2.99E0,-9.9737E-1,3E0
2.99E0,-9.9725E-1,2E0
2.99E0,-9.9712E-1,8E0
2.99E0,-9.97E-1,6E0
2.99E0,-9.9687E-1,7E0
2.99E0,-9.9675E-1,2E0
2.99E0,-9.9662E-1,5E0
2.99E0,-9.965E-1,5E0
2.99E0,-9.9637E-1,6E0
2.99E0,-9.9625E-1,5E0
2.99E0,-9.9612E-1,2E0
2.99E0,-9.96E-1,2E0
