#     thickness (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   2    0.366598229372494   0.0190397455974414  0.00301227805641563                  270
                   2    0.362647328224406   0.0179546917637579  0.00284061169477717                  270
                   2    0.358873291099492   0.0169240993795738  0.00267756167879357                  270
                   2    0.355264210432131   0.0159457064431729  0.00252277013718449                  270
                   2    0.351808713100531   0.0150173165046228   0.0023758895696171                  270
                   2    0.348495959969517   0.0141367984237029  0.00223658280840755                  270
                   2     0.34531564303564   0.0133020860176127   0.0021045229627854                  270
                   2    0.342257980374136   0.0125111776049447  0.00197939334674507                  270
                   2    0.339313709086146   0.0117621354523636  0.00186088739150508                  270
                   2    0.336474076442002   0.0110530851303716  0.00174870854358405                  270
                   2    0.333730829412671    0.010382214784459  0.00164257014948888                  270
                   2    0.331076202776479  0.00974777432784979  0.00154219532799954                  270
                   2    0.328502905982406  0.00914807456193256  0.00144731683101201                  270
                   2    0.326004108944437  0.00858148623034793  0.00135767689388577                  270
                   2    0.323573426934037  0.00804643901256696  0.00127302707621785                  270
                   2    0.321204904729632  0.00754142046264095  0.00119312809394206                  270
                   2     0.31889300017349  0.00706497489864533  0.00111774964362849                  270
                   2    0.316632567277312  0.00661570224817587   0.0010466702198289                  270
                   2    0.314418839008708  0.00619225685506897 0.000979676926288364                  270
                   2    0.312247409881168  0.00579334625234673 0.000916565281812776                  270
                   2    0.310114218460779  0.00541772990618039 0.000857139021551157                  270
                   2    0.308015529893302  0.00506421793549006 0.000801209894423838                  270
                   2    0.305947918545886  0.00473166981158624 0.000748597457392586                  270
                   2    0.303908250848387   0.0044189930420615 0.000699128867238885                  270
                   2    0.301893668410209  0.00412514184293711 0.000652638670484706                  270
                   2    0.299901571479822  0.00384911580286817 0.000608968592056225                  270
                   2    0.297929602805588  0.00358995854300193  0.00056796732325981                  270
                   2    0.295975631948537  0.00334675637587489 0.000529490309606417                  270
                   2    0.294037740089868  0.00311863696654768 0.000493399538989692                  270
                   2    0.292114205368813  0.00290476799895623 0.000459563330689139                  270
                   2     0.29020348877953  0.00270435585027262 0.000427856125641224                  270
                   2    0.288304220649364  0.00251664427586773 0.000398158278386795                  270
                   2    0.286415187714871  0.00234091310727802 0.000370355851076976                  270
                   2    0.284535320806481   0.0021764769653918 0.000344340409885791                  270
                   2    0.282663683147763  0.00202268399088279 0.000320008824152507                  270
                   2    0.280799459270617    0.001878914593751 0.000297263068546272                  270
                   2    0.278941944543709  0.00174458022364665  0.00027601002851918                  270
                   2    0.277090535307745  0.00161912216249305 0.000256161309287128                  270
                   2    0.275244719608011  0.00150201034076369 0.000237633048552899                  270
                   2    0.273404068511745  0.00139274217860952 0.000220345733161154                  270
                   2    0.271568227995467  0.00129084145288605 0.000204224019850485                  270
                   2    0.269736911385396  0.00119585719099224 0.000189196560248017                  270
                   2    0.267909892332241  0.00110736259228661 0.000175195830226293                  270
                   2    0.266086998300376  0.00102495397772984 0.000162157963726484                  270
                   2    0.264268104550234 0.000948249768269349 0.000150022591128673                  270
                   2    0.262453128591921 0.000876889492376742 0.000138732682234077                  270
                   2    0.260642025087552 0.000810532823027454 0.000128234393905857                  270
                   2    0.258834781179365 0.000748858644319617 0.000118476922398802                  270
                   2    0.257031412220605 0.000691564147829338 0.000109412360393579                  270
                   2    0.255231957886182 0.000638363958707977 0.000100995558736938                  270
                   2    0.253436478640309 0.000588989291446351 9.31839928746681e-05                  270
                   2    0.251645052538698 0.000543187135154666 8.59376339552576e-05                  270
                   2    0.249857772343329 0.000500719468129018 7.92188245660186e-05                  270
                   2    0.248074742928434 0.000461362501417817  7.2992159058094e-05                  270
                   2    0.246296078956932 0.000424905951041055 6.72243684040619e-05                  270
                   2    0.244521902807375 0.000391152338452105 6.18842095239658e-05                  270
                   2    0.242752342732181 0.000359916318793729  5.6942359008938e-05                  270
                   2    0.240987531228822 0.000331024036449135 5.23713111626467e-05                  270
                   2    0.239227603606474 0.000304312507356519 4.81452802775784e-05                  270
                   2    0.237472696731556 0.000279629027507999 4.42401070533394e-05                  270
                   2    0.235722947936468 0.000256830607043845 4.06331690649409e-05                  270
                   2    0.233978494076751 0.000235783429303416 3.73032951791474e-05                  270
                   2    0.232239470722791 0.000216362334197306 3.42306838188589e-05                  270
                   2    0.230506011473096 0.000198450325224142 3.13968249681662e-05                  270
                   2     0.22877824737701 0.000181938099457213 2.87844258115566e-05                  270
                   2    0.227056306455615 0.000166723599807961 2.63773398976319e-05                  270
                   2    0.225340313310386 0.000152711588865539 2.41604997159861e-05                  270
                   2    0.223630388809919 0.000139813243607012 2.21198525767186e-05                  270
                   2     0.22192664984588 0.000127945770273641 2.02422996795626e-05                  270
                   2    0.220229209149994 0.000117032038700504  1.8515638261607e-05                  270
                   2    0.218538175164604 0.000107000235399335 1.69285067111447e-05                  270
                   2    0.216853651959984 9.77835346906986e-05 1.54703325377925e-05                  270
                   2    0.215175739192207 8.93197871894014e-05 1.41312830876372e-05                  270
                   2    0.213504532095948 8.15512249605632e-05 1.29022188959937e-05                  270
                   2     0.21184012150713 7.44241826677872e-05 1.17746495702509e-05                  270
                   2    0.210182593910864 6.78888340430728e-05 1.07406920968334e-05                  270
                   2    0.208532031510547 6.18989430327677e-05 9.79303146980692e-06                  270
                   2    0.206888512314486 5.64116289705208e-05 8.92488353926302e-06                  270
                   2    0.205252110236762 5.13871451583992e-05 8.12995998034083e-06                  270
                   2    0.203622895209453 4.67886702404385e-05 7.40243528640772e-06                  270
                   2    0.202000933303644 4.25821117755465e-05 6.73691569252899e-06                  270
                   2    0.200386286857015 3.87359214293337e-05 6.12840993696739e-06                  270
                   2    0.198779014606013 3.52209212279853e-05 5.57230177256063e-06                  270
                   2    0.197179171820941 3.20101403208373e-05 5.06432414115743e-06                  270
                   2    0.195586810442463 2.90786617351824e-05 4.60053492873369e-06                  270
                   2    0.194001979218304 2.64034786054967e-05 4.17729421903212e-06                  270
                   2    0.192424723839049 2.39633593914768e-05 3.79124297028577e-06                  270
                   2     0.19085508707216 2.17387216074894e-05 3.43928303758734e-06                  270
                   2    0.189293108893457 1.97115136131298e-05  3.1185584708493e-06                  270
                   2    0.187738826615466 1.78651040194655e-05  2.8264380181886e-06                  270
                   2    0.186192275012114 1.61841782984062e-05 2.56049876823372e-06                  270
                   2     0.18465348643943 1.46546421904148e-05 2.31851086812673e-06                  270
                   2    0.183122490951894 1.32635315197582e-05 2.09842325588072e-06                  270
                   2     0.18159931641429 1.19989280567001e-05 1.89835034825059e-06                  270
                   2    0.180083988608869 1.08498810702518e-05   1.716559630216e-06                  270
                   2    0.178576531337757 9.80633423264266e-06 1.55146009023222e-06                  270
                   2    0.177076966520574 8.85905756309313e-06 1.40159145306518e-06                  270
                   2    0.175585314287283 7.99958409869461e-06 1.26561416052828e-06                  270
                   2    0.174101593066303 7.22015100529383e-06 1.14230005471283e-06                  270
                   2    0.172625819667973 6.51364485637629e-06 1.03052372035783e-06                  270
                   2    0.171158009363483  5.8735508094987e-06 9.29254444392846e-07                  270
                   2    0.169698175959377 5.29390544623531e-06 8.37548754351047e-07                  270
                   2    0.168246331867788 4.76925302472786e-06 7.54543497349935e-07                  270
                   2    0.166802488172538 4.29460493900358e-06 6.79449426055356e-07                  270
                   2    0.165366654691292  3.8654021630169e-06  6.1154525698992e-07                  270
                   2    0.163938840033917   3.477480486902e-06  5.5017217054365e-07                  270
                   2     0.16251905165723 3.12703835825268e-06 4.94728723099414e-07                  270
                   2    0.161107295916287  2.8106071505718e-06 4.44666143351036e-07                  270
                   2    0.159703578112432 2.52502369546548e-06 3.99483986335269e-07                  270
                   2    0.158307902538236  2.2674049171556e-06 3.58726120697206e-07                  270
                   2    0.156920272519529   2.035124431643e-06 3.21977026207509e-07                  270
                   2    0.155540690454669 1.82579096241753e-06 2.88858379104973e-07                  270
                   2    0.154169157851227 1.63722845125669e-06 2.59025905169352e-07                  270
                   2    0.152805675360245 1.46745773821344e-06 2.32166481484164e-07                  270
                   2    0.151450242808211 1.31467970021504e-06  2.0799546884831e-07                  270
                   2    0.150102859226906 1.17725973947103e-06  1.8625425751706e-07                  270
                   2    0.148763522881266 1.05371352288053e-06 1.66708011228867e-07                  270
                   2    0.147432231295376 9.42693882510781e-07 1.49143594474488e-07                  270
                   2    0.146108981276749 8.42978784998394e-07 1.33367669408191e-07                  270
                   2    0.144793768938988  7.5346029282386e-07 1.19204949189378e-07                  270
                   2    0.143486589722961 6.73134441964152e-07 1.06496596707917e-07                  270
                   2    0.142187438416593  6.0109196309277e-07 9.50987565362382e-08                  270
                   2    0.140896309173375 5.36509783932715e-07 8.48812102272056e-08                  270
                   2    0.139613195529682 4.78643248147392e-07 7.57261459094494e-08                  270
                   2    0.138338090421012 4.26819000365342e-07 6.75270319105969e-08                  270
                   2     0.13707098619719 3.80428477608774e-07 6.01875875805291e-08                  270
                   2    0.135811874636672 3.38921963383143e-07 5.36208421553219e-08                  270
                   2     0.13456074695996  3.0180315757633e-07 4.77482760552483e-08                  270
                   2    0.133317593842248 2.68624220645108e-07 4.24990366232336e-08                  270
                   2    0.132082405425345 2.38981253675163e-07  3.7809222974694e-08                  270
                   2    0.130855171328918 2.12510176567093e-07 3.36212339635544e-08                  270
                   2    0.129635880661143 1.88882974372362e-07 2.98831744349748e-08                  270
                   2    0.128424522028787 1.67804279804784e-07 2.65483142691814e-08                  270
                   2    0.127221083546786 1.49008261285388e-07  2.3574596275111e-08                  270
                   2    0.126025552847353 1.32255794760283e-07 2.09241886595102e-08                  270
                   2    0.124837917088669 1.17331892868222e-07 1.85630781857071e-08                  270
                   2    0.123658162963167 1.04043369031359e-07 1.64607008579232e-08                  270
                   2    0.122486276705493 9.22167162631382e-08 1.45896061898299e-08                  270
                   2    0.121322244100116 8.16961847061037e-08 1.29251529479291e-08                  270
                   2    0.120166050488664 7.23420359172167e-08 1.14452331501091e-08                  270
                   2    0.119017680776985 6.40289634645796e-08 1.01300219879086e-08                  270
                   2     0.11787711944198 5.66446587413338e-08  8.9617511744855e-09                  270
                   2    0.116744350538203 5.00885162235676e-08 7.92450388642507e-09                  270
                   2    0.115619357704273 4.42704599645793e-08 7.00402924547205e-09                  270
                   2    0.114502124169109 3.91098839980231e-08 6.18757450832064e-09                  270
                   2    0.113392632757992 3.45346933272594e-08 5.46373368770503e-09                  270
                   2    0.112290865898502 3.04804397277536e-08 4.82231021781132e-09                  270
                   2    0.111196805626301 2.68895394839319e-08 4.25419388605519e-09                  270
                   2    0.110110433590819 2.37105683975614e-08 3.75124886708988e-09                  270
                   2    0.109031731060817 2.08976278504025e-08 3.30621363620054e-09                  270
                   2    0.107960678929866 1.84097723732179e-08 2.91260998652731e-09                  270
                   2    0.106897257721732 1.62104918377537e-08 2.56466181625115e-09                  270
                   2    0.105841447595692 1.42672504921393e-08 2.25722163182951e-09                  270
                   2    0.104793228351781 1.25510672965845e-08 1.98570426768185e-09                  270
                   2     0.10375257943596 1.10361417782201e-08 1.74602793334699e-09                  270
                   2    0.102719479945257 9.69951674534286e-09 1.53456047868872e-09                  270
                   2    0.101693908632835 8.52077475244073e-09 1.34807170981688e-09                  270
                   2    0.100675843913028 7.48176742781936e-09 1.18369042345634e-09                  270
                   2   0.0996652638663335 6.56637122453674e-09 1.03886554914112e-09                  270
                   2   0.0986621462443613 5.76026848442268e-09  9.1133200985638e-10                  270
                   2   0.0976664684747748 5.05075181678194e-09 7.99079413749126e-10                  270
                   2    0.096678207666169 4.42654979337931e-09 7.00324409574904e-10                  270
                   2   0.0956973406129542 3.87766796450251e-09 6.13485817702042e-10                  270
                   2   0.0947238438001951 3.39525052517331e-09 5.37162536673463e-10                  270
                   2   0.0937576934084402 2.97145330563353e-09 4.70113614703394e-10                  270
                   2   0.0927988653185294 2.59933274904256e-09 4.11240430597815e-10                  270
                   2   0.0918473351163789 2.27274465913752e-09 3.59570928587516e-10                  270
                   2   0.0909030780977577 1.98625604852509e-09 3.14245574006833e-10                  270
                   2   0.0899660692730465 1.73506431444537e-09 2.74504530217712e-10                  270
                   2   0.0890362833719797 1.51492685063204e-09 2.39676556379465e-10                  270
                   2   0.0881136948483768  1.3220970984662e-09 2.09168959930395e-10                  270
                   2   0.0871982778848633 1.15326947991434e-09 1.82458770314753e-10                  270
                   2   0.0862900063975782 1.00552743909077e-09 1.59084467821202e-10                  270
                   2   0.0853888540408693 8.76299477425846e-10 1.38639322244671e-10                  270
                   2   0.0844947942119777 7.63320517904731e-10 1.20764953592811e-10                  270
                   2   0.0836078000557153 6.64594157484544e-10 1.05145447903965e-10                  270
                   2   0.0827278444691233 5.78364911518747e-10 9.15030828885222e-11                  270
                   2   0.0818549001061308 5.03086461378643e-10 7.95933319253095e-11                  270
                   2    0.080988939382197 4.37400338171301e-10 6.92010893033057e-11                  270
                   2   0.0801299344789408 3.80111275788408e-10 6.01373950637196e-11                  270
                   2   0.0792778573487632 3.30170113471695e-10 5.22362153532185e-11                  270
                   2    0.078432679719457 2.86655588155327e-10 4.53517778886692e-11                  270
                   2   0.0775943730988072 2.48758569298957e-10 3.93560739553322e-11                  270
                   2   0.0767629087791779  2.1577006847906e-10 3.41369710277206e-11                  270
                   2   0.0759382578420846  1.8706813875724e-10 2.95960478347013e-11                  270
                   2   0.0751203911627636 1.62107438583803e-10 2.56470400472608e-11                  270
                   2    0.074309279414717 1.40411238191973e-10 2.22144524997248e-11                  270
                   2   0.0735048930742519 1.21561649635282e-10 1.92322824332791e-11                  270
                   2   0.0727072024250059 1.05192743404814e-10 1.66425206948873e-11                  270
                   2   0.0719161775624575 9.09849973140808e-11 1.43947076480799e-11                  270
                   2    0.071131788398418 7.86590792500874e-11 1.24446564164771e-11                  270
                   2   0.0703540046655161  6.7970962192021e-11 1.07536757276705e-11                  270
                   2   0.0695827959216651 5.87074833191537e-11 9.28812582401406e-12                  270
                   2   0.0688181315545086 5.06825692525581e-11 8.01847477305273e-12                  270
                   2   0.0680599807858552 4.37341274306391e-11 6.91918744522013e-12                  270
                   2   0.0673083126761003 3.77200493062446e-11 5.96767080196514e-12                  270
                   2   0.0665630961286192 3.25177662574561e-11 5.14466247381051e-12                  270
                   2   0.0658242998941533 2.80198086954897e-11 4.43300951502579e-12                  270
                   2    0.065091892575173  2.4132917886277e-11 3.81805698168591e-12                  270
                   2   0.0643658426302212 2.07749373259958e-11 3.28681526440278e-12                  270
                   2   0.0636461183782433 1.78759229640946e-11 2.82818213293012e-12                  270
                   2   0.0629326880028876 1.53741464004042e-11 2.43233211350002e-12                  270
                   2   0.0622255195567953 1.32165389743477e-11 2.09099404457902e-12                  270
                   2    0.061524580965865 1.13560272296809e-11 1.79667392075089e-12                  270
                   2   0.0608298400334967 9.75286518212215e-12 1.54298795962404e-12                  270
                   2   0.0601412644448134 8.37219182869831e-12 1.32455157952904e-12                  270
                   2     0.05945882177086 7.18358705853461e-12 1.13653531030877e-12                  270
                   2   0.0587824794727876 6.16062756364499e-12 9.74664793318425e-13                  270
                   2   0.0581122049059977 5.28088683893202e-12 8.35498337181662e-13                  270
                   2   0.0574479653242842 4.52482495916229e-12 7.15871806278301e-13                  270
                   2   0.0567897278839319 3.87512244515165e-12 6.13065154198011e-13                  270
                   2   0.0561374596478056 3.31690230837012e-12  5.2474691258908e-13                  270
                   2   0.0554911275894036 2.83795209554683e-12 4.48974191158413e-13                  270
                   2   0.0548506985968934 2.42694753183059e-12  3.8397063306661e-13                  270
                   2   0.0542161394771155 2.07456274381457e-12 3.28237437230428e-13                  270
                   2   0.0535874169595711 1.77258208111652e-12 2.80442336020315e-13                  270
                   2   0.0529644977003664 1.51367807177394e-12 2.39475106411646e-13                  270
                   2    0.052347348286151 1.29207755605876e-12 2.04392058833491e-13                  270
                   2    0.051735935238009 1.10222941884786e-12 1.74416037168612e-13                  270
                   2   0.0511302250153405 9.39914812647658e-13  1.4871437414854e-13                  270
                   2   0.0505301840196969 8.01358979174438e-13 1.26787469412193e-13                  270
                   2    0.049935778598607 6.82565115539546e-13 1.07969189144796e-13                  270
                   2   0.0493469750493571 5.81312775693732e-13 9.19819775901942e-14                  270
                   2   0.0487637396227534  4.9471537977297e-13 7.82707232360735e-14                  270
                   2   0.0481860385268509 4.20996570937859e-13 6.66133814775094e-14                  270
                   2   0.0476138379306503  3.5793590313915e-13  5.6621374255883e-14                  270
                   2    0.047047103967773 3.04201108747293e-13 4.81281681175005e-14                  270
                   2   0.0464858027400937 2.58459920132736e-13 4.08562073062058e-14                  270
                   2   0.0459299003213532 2.19380069665931e-13 3.46944695195361e-14                  270
                   2   0.0453793627607344 1.86073378927176e-13 2.94764213037979e-14                  270
                   2   0.0448341560864096 1.58095758706622e-13  2.4980018054066e-14                  270
                   2   0.0442942463090538 1.34114941374719e-13 2.12052597703405e-14                  270
                   2   0.0437595994253301 1.13464793116691e-13 1.79301018476963e-14                  270
                   2   0.0432301814213365 9.61453139325386e-14 1.52100554373646e-14                  270
                   2    0.042705958276029 8.14903700074865e-14 1.28785870856518e-14                  270
                   2   0.0421868959646081 6.88338275267597e-14 1.08801856413265e-14                  270
                   2   0.0416729604618661 5.83977310952832e-14  9.2148511043888e-15                  270
                   2   0.0411641177455165 4.90718576884319e-14  7.7715611723761e-15                  270
                   2   0.0406603337994726 4.15223411209809e-14 6.60582699651968e-15                  270
                   2   0.0401615746171092   3.530509218308e-14 5.60662627435704e-15                  270
                   2   0.0396678062044779 2.97539770599542e-14 4.71844785465692e-15                  270
                   2   0.0391789945834952 2.53130849614536e-14 3.99680288865056e-15                  270
                   2   0.0386951057950973  2.1094237467878e-14 3.33066907387547e-15                  270
                   2   0.0382161059023522 1.77635683940025e-14 2.83106871279415e-15                  270
                   2   0.0377419609935544 1.50990331349021e-14 2.38697950294409e-15                  270
                   2   0.0372726371852646 1.26565424807268e-14 1.99840144432528e-15                  270
                   2   0.0368081006253304 1.04360964314765e-14 1.66533453693773e-15                  270
                   2   0.0363483174958654 8.88178419700125e-15 1.38777878078145e-15                  270
                   2   0.0358932540161966 7.54951656745106e-15 1.22124532708767e-15                  270
                   2    0.035442876445772 6.21724893790088e-15 9.99200722162641e-16                  270
                   2   0.0349971510870365 5.55111512312578e-15 8.88178419700125e-16                  270
                   2   0.0345560442882779 4.66293670342566e-15 7.21644966006352e-16                  270
                   2    0.034119522446424 3.77475828372553e-15 6.10622663543836e-16                  270
                   2   0.0336875520098164 3.10862446895044e-15  4.9960036108132e-16                  270
                   2    0.033260099480946 2.44249065417534e-15 3.88578058618805e-16                  270
                   2   0.0328371314191491 1.99840144432528e-15 3.33066907387547e-16                  270
                   2   0.0324186144432711 1.99840144432528e-15 2.77555756156289e-16                  270
                   2   0.0320045152342963 1.77635683940025e-15 2.77555756156289e-16                  270
                   2   0.0315948005379354 1.33226762955019e-15 2.22044604925031e-16                  270
                   2   0.0311894371671839 1.11022302462516e-15 1.66533453693774e-16                  270
                   2   0.0307883920048445 8.88178419700125e-16 1.11022302462516e-16                  270
                   2    0.030391632006005 8.88178419700125e-16 1.11022302462516e-16                  270
                   2   0.0299991242004942 6.66133814775094e-16 1.11022302462516e-16                  270
                   2   0.0296108356952896 4.44089209850063e-16 5.55111512312578e-17                  270
                   2    0.029226733676895 4.44089209850063e-16 5.55111512312578e-17                  270
                   2   0.0288467854136827 4.44089209850063e-16 5.55111512312578e-17                  270
                   2   0.0284709582581971 4.44089209850063e-16 5.55111512312578e-17                  270
                   2   0.0280992196494251 2.22044604925031e-16 5.55111512312578e-17                  270
                   2    0.027731537115026 2.22044604925031e-16 5.55111512312578e-17                  270
                   2   0.0273678782735338 2.22044604925031e-16 5.55111512312578e-17                  270
                   2   0.0270082108365161                    0                   -0                  270
                   2   0.0266525026106995                    0                   -0                  270
                   2   0.0263007215000618                    0                   -0                  270
                   2   0.0259528355078845                    0                   -0                  270
                   2   0.0256088127387738                    0                   -0                  270
                   2    0.025268621400642                    0                   -0                  270
                   2   0.0249322298066574                    0                   -0                  270
                   2   0.0245996063771556                    0                   -0                  270
                   2   0.0242707196415184                    0                   -0                  270
                   2   0.0239455382400142                    0                   -0                  270
                   2   0.0236240309256062                    0                   -0                  270
                   2   0.0233061665657246                    0                   -0                  270
                   2   0.0229919141440031                    0                   -0                  270
                   2   0.0226812427619822                    0                   -0                  270
                   2    0.022374121640776                    0                   -0                  270
                   2   0.0220705201227067                    0                   -0                  270
                   2   0.0217704076729024                    0                   -0                  270
                   2    0.021473753880862                    0                   -0                  270
                   2   0.0211805284619855                    0                   -0                  270
                   2   0.0208907012590711                    0                   -0                  270
                   2   0.0206042422437773                    0                   -0                  270
                   2   0.0203211215180519                    0                   -0                  270
                   2   0.0200413093155269                    0                   -0                  270
                   2   0.0197647760028821                    0                   -0                  270
                   2   0.0194914920811722                    0                   -0                  270
                   2   0.0192214281871239                    0                   -0                  270
                   2   0.0189545550943981                    0                   -0                  270
                   2   0.0186908437148208                    0                   -0                  270
                   2   0.0184302650995807                    0                   -0                  270
                   2   0.0181727904403948                    0                   -0                  270
                   2   0.0179183910706417                    0                   -0                  270
                   2   0.0176670384664641                    0                   -0                  270
                   2   0.0174187042478375                    0                   -0                  270
                   2   0.0171733601796091                    0                   -0                  270
                   2   0.0169309781725053                    0                   -0                  270
                   2   0.0166915302841075                    0                   -0                  270
                   2   0.0164549887197971                    0                   -0                  270
                   2   0.0162213258336703                    0                   -0                  270
                   2   0.0159905141294228                    0                   -0                  270
                   2   0.0157625262612024                    0                   -0                  270
                   2   0.0155373350344352                    0                   -0                  270
                   2   0.0153149134066175                    0                   -0                  270
                   2   0.0150952344880828                    0                   -0                  270
                   2   0.0148782715427362                    0                   -0                  270
                   2   0.0146639979887613                    0                   -0                  270
                   2   0.0144523873992981                    0                   -0                  270
                   2   0.0142434135030924                    0                   -0                  270
                   2   0.0140370501851168                    0                   -0                  270
                   2   0.0138332714871632                    0                   -0                  270
                   2   0.0136320516084096                    0                   -0                  270
                   2   0.0134333649059561                    0                   -0                  270
                   2   0.0132371858953366                    0                   -0                  270
                   2   0.0130434892510018                    0                   -0                  270
                   2   0.0128522498067765                    0                   -0                  270
                   2   0.0126634425562895                    0                   -0                  270
                   2   0.0124770426533773                    0                   -0                  270
                   2    0.012293025412464                    0                   -0                  270
                   2   0.0121113663089125                    0                   -0                  270
                   2   0.0119320409793513                    0                   -0                  270
                   2   0.0117550252219778                    0                   -0                  270
                   2   0.0115802949968349                    0                   -0                  270
                   2   0.0114078264260635                    0                   -0                  270
                   2   0.0112375957941309                    0                   -0                  270
                   2   0.0110695795480356                    0                   -0                  270
                   2    0.010903754297487                    0                   -0                  270
                   2    0.010740096815063                    0                   -0                  270
                   2   0.0105785840363444                    0                   -0                  270
                   2   0.0104191930600248                    0                   -0                  270
                   2   0.0102619011480003                    0                   -0                  270
                   2   0.0101066857254342                    0                   -0                  270
                   2  0.00995352438080221                    0                   -0                  270
                   2   0.0098023948659145                    0                   -0                  270
                   2  0.00965327509591529                    0                   -0                  270
                   2  0.00950614314926423                    0                   -0                  270
                   2  0.00936097726769369                    0                   -0                  270
                   2  0.00921775585614726                    0                   -0                  270
                   2  0.00907645748269736                    0                   -0                  270
                   2  0.00893706087844315                    0                   -0                  270
                   2  0.00879954493738744                    0                   -0                  270
                   2  0.00866388871629642                    0                   -0                  270
                   2  0.00853007143453755                    0                   -0                  270
                   2  0.00839807247390034                    0                   -0                  270
                   2  0.00826787137839857                    0                   -0                  270
                   2  0.00813944785405174                    0                   -0                  270
                   2  0.00801278176865194                    0                   -0                  270
                   2  0.00788785315151119                    0                   -0                  270
                   2  0.00776464219318962                    0                   -0                  270
                   2  0.00764312924521082                    0                   -0                  270
                   2  0.00752329481975478                    0                   -0                  270
                   2  0.00740511958933943                    0                   -0                  270
                   2  0.00728858438648206                    0                   -0                  270
                   2  0.00717367020334581                    0                   -0                  270
                   2  0.00706035819137196                    0                   -0                  270
                   2  0.00694862966089405                    0                   -0                  270
                   2  0.00683846608073768                    0                   -0                  270
                   2  0.00672984907780716                    0                   -0                  270
                   2  0.00662276043665422                    0                   -0                  270
                   2  0.00651718209903573                    0                   -0                  270
                   2  0.00641309616345409                    0                   -0                  270
                   2  0.00631048488468644                    0                   -0                  270
                   2  0.00620933067329821                    0                   -0                  270
                   2  0.00610961609514438                    0                   -0                  270
                   2  0.00601132387085856                    0                   -0                  270
                   2  0.00591443687532656                    0                   -0                  270
                   2  0.00581893813715051                    0                   -0                  270
                   2   0.0057248108380985                    0                   -0                  270
                   2  0.00563203831254389                    0                   -0                  270
                   2   0.0055406040468915                    0                   -0                  270
                   2  0.00545049167899259                    0                   -0                  270
                   2  0.00536168499755041                    0                   -0                  270
                   2  0.00527416794151159                    0                   -0                  270
                   2  0.00518792459944994                    0                   -0                  270
                   2  0.00510293920893834                    0                   -0                  270
                   2  0.00501919615590918                    0                   -0                  270
                   2  0.00493667997400871                    0                   -0                  270
                   2  0.00485537534393732                    0                   -0                  270
                   2  0.00477526709278342                    0                   -0                  270
                   2  0.00469634019334619                    0                   -0                  270
                   2   0.0046185797634517                    0                   -0                  270
                   2  0.00454197106525767                    0                   -0                  270
                   2  0.00446649950455136                    0                   -0                  270
                   2  0.00439215063003928                    0                   -0                  270
                   2  0.00431891013262842                    0                   -0                  270
                   2  0.00424676384469924                    0                   -0                  270
                   2  0.00417569773937254                    0                   -0                  270
                   2  0.00410569792976867                    0                   -0                  270
                   2   0.0040367506682577                    0                   -0                  270
                   2  0.00396884234570605                    0                   -0                  270
                   2  0.00390195949071392                    0                   -0                  270
                   2  0.00383608876884778                    0                   -0                  270
                   2  0.00377121698186578                    0                   -0                  270
                   2  0.00370733106693777                    0                   -0                  270
                   2  0.00364441809585947                    0                   -0                  270
                   2  0.00358246527426154                    0                   -0                  270
                   2  0.00352145994081199                    0                   -0                  270
                   2  0.00346138956641595                    0                   -0                  270
                   2  0.00340224175340698                    0                   -0                  270
                   2  0.00334400423473769                    0                   -0                  270
                   2  0.00328666487316331                    0                   -0                  270
                   2  0.00323021166042192                    0                   -0                  270
                   2  0.00317463271640928                    0                   -0                  270
                   2  0.00311991628835262                    0                   -0                  270
                   2  0.00306605074997757                    0                   -0                  270
                   2  0.00301302460067387                    0                   -0                  270
                   2  0.00296082646465656                    0                   -0                  270
                   2  0.00290944509012481                    0                   -0                  270
                   2  0.00285886934841661                    0                   -0                  270
                   2  0.00280908823316284                    0                   -0                  270
                   2  0.00276009085943651                    0                   -0                  270
                   2  0.00271186646290134                    0                   -0                  270
                   2  0.00266440439895677                    0                   -0                  270
                   2  0.00261769414188162                    0                   -0                  270
                   2  0.00257172528397631                    0                   -0                  270
                   2  0.00252648753470286                    0                   -0                  270
                   2   0.0024819707198227                    0                   -0                  270
                   2  0.00243816478053471                    0                   -0                  270
                   2  0.00239505977261034                    0                   -0                  270
                   2  0.00235264586552941                    0                   -0                  270
                   2  0.00231091334161326                    0                   -0                  270
                   2  0.00226985259515855                    0                   -0                  270
                   2  0.00222945413156972                    0                   -0                  270
                   2  0.00218970856649126                    0                   -0                  270
                   2  0.00215060662493971                    0                   -0                  270
                   2  0.00211213914043529                    0                   -0                  270
                   2  0.00207429705413431                    0                   -0                  270
                   2  0.00203707141396081                    0                   -0                  270
                   2  0.00200045337373855                    0                   -0                  270
                   2  0.00196443419232351                    0                   -0                  270
                   2  0.00192900523273787                    0                   -0                  270
                   2   0.0018941579613041                    0                   -0                  270
                   2  0.00185988394677783                    0                   -0                  270
                   2  0.00182617485948566                    0                   -0                  270
                   2   0.0017930224704612                    0                   -0                  270
                   2  0.00176041865058152                    0                   -0                  270
                   2  0.00172835536970894                    0                   -0                  270
                   2  0.00169682469582955                    0                   -0                  270
                   2  0.00166581879419625                    0                   -0                  270
                   2  0.00163532992647264                    0                   -0                  270
