#     thickness (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   2     4.31775505140776 -1.09222677669424e-11 -1.72801192916557e-12                  270
                   2     4.31594892266648 -1.27130583273574e-11 -2.01133289483538e-12                  270
                   2     4.31415476648319 -1.47904089915273e-11 -2.33999053309711e-12                  270
                   2      4.3123726395309 -1.71992786027097e-11 -2.7210977823193e-12                  270
                   2     4.31060259182056 -1.99909286457405e-11 -3.16276472176326e-12                  270
                   2     4.30884466673138 -2.32248140395074e-11 -3.67439771385093e-12                  270
                   2     4.30709890104549 -2.69690033130546e-11 -4.26676588022437e-12                  270
                   2     4.30536532498685 -3.1302069398057e-11 -4.95230024401363e-12                  270
                   2     4.30364396226441 -3.63141400690825e-11 -5.74525991998553e-12                  270
                   2     4.30193483011925 -4.2108788736066e-11 -6.66203125681149e-12                  270
                   2     4.30023793937583 -4.88053454128878e-11 -7.7214934553949e-12                  270
                   2     4.29855329449709 -5.65397370695841e-11 -8.94515152099013e-12                  270
                   2     4.29688089364344 -6.54693196575569e-11 -1.0357900737887e-11                  270
                   2     4.29522072873541 -7.57730881976267e-11 -1.19880599074407e-11                  270
                   2     4.29357278552001 -8.76573491574528e-11 -1.38682687748749e-11                  270
                   2     4.29193704364052 -1.01357611244007e-10 -1.60357871715501e-11                  270
                   2     4.29031347670979 -1.17143837604887e-10 -1.85333259657072e-11                  270
                   2     4.28870205238682 -1.35324857677426e-10 -2.14097450610925e-11                  270
                   2     4.28710273245659 -1.56254039566105e-10 -2.47209508237616e-11                  270
                   2     4.28551547291291 -1.80335172508035e-10 -2.85308267469122e-11                  270
                   2     4.28394022404432 -2.08029189690634e-10 -3.29122970678365e-11                  270
                   2      4.2823769305229 -2.3986320203789e-10 -3.79487560032011e-11                  270
                   2     4.28082553149572 -2.76438271468309e-10 -4.37352975561479e-11                  270
                   2     4.27928596067907 -3.18440545561704e-10 -5.03804771318714e-11                  270
                   2     4.27775814645513 -3.66651551873769e-10 -5.80079402010767e-11                  270
                   2     4.27624201197105 -4.21962904099764e-10 -6.67587489620632e-11                  270
                   2     4.27473747524039 -4.85389747709884e-10 -7.67935095746286e-11                  270
                   2     4.27324444924664 -5.58087356905409e-10 -8.82949979644203e-11                  270
                   2     4.27176284204884 -6.41370882895654e-10 -1.01471284197733e-10                  270
                   2     4.27029255688913 -7.36735942527122e-10 -1.16558989808423e-10                  270
                   2     4.26883349230209 -8.4588235823345e-10 -1.33827043695276e-10                  270
                   2     4.26738554222576 -9.70741679570299e-10  -1.535810363039e-10                  270
                   2      4.2659485961143 -1.11350701571882e-09 -1.76167939426955e-10                  270
                   2     4.26452253905194 -1.27666770001436e-09 -2.01981590479059e-10                  270
                   2     4.26310725186848 -1.46304773606003e-09 -2.31468775056241e-10                  270
                   2     4.26170261125576 -1.67584844560146e-09 -2.65135974255975e-10                  270
                   2     4.26030848988544 -1.9186986795713e-09 -3.03557308566296e-10                  270
                   2     4.25892475652758 -2.19570776027854e-09  -3.473829138493e-10                  270
                   2     4.25755127617018 -2.51152829773619e-09 -3.97348879512041e-10                  270
                   2     4.25618791013945 -2.87142467836646e-09 -4.54288084104232e-10                  270
                   2     4.25483451622065 -3.28135058749216e-09 -5.19142460151226e-10                  270
                   2     4.25349094877953 -3.74803598579046e-09 -5.92976754698338e-10                  270
                   2     4.25215705888414 -4.27908353970909e-09 -6.76993785566505e-10                  270
                   2      4.2508326944269 -4.88307891769389e-09 -7.72551891317907e-10                  270
                   2     4.24951770024693 -5.56971159081912e-09 -8.81184043123081e-10                  270
                   2     4.24821191825244 -6.34991160010967e-09 -1.00461948271829e-09                  270
                   2     4.24691518754309 -7.23600271073142e-09 -1.14480795292924e-09                  270
                   2     4.24562734453225 -8.24187153287358e-09 -1.30394645428498e-09                  270
                   2     4.24434822306904 -9.38315933214073e-09 -1.48450959133915e-09                  270
                   2     4.24307765456009 -1.06774735882218e-08 -1.68928304336589e-09                  270
                   2     4.24181546809085 -1.21446251843014e-08 -1.92140109009545e-09                  270
                   2     4.24056149054646 -1.38068929079183e-08 -2.18438845839368e-09                  270
                   2     4.23931554673199 -1.56893179944146e-08 -2.48220692197974e-09                  270
                   2     4.23807745949209 -1.78200322844748e-08 -2.81930721922856e-09                  270
                   2      4.2368470498298 -2.0230622516808e-08 -3.20068668791448e-09                  270
                   2     4.23562413702466 -2.29565378989709e-08 -3.63195374698897e-09                  270
                   2     4.23440853874981 -2.60375403260637e-08 -4.11939912567839e-09                  270
                   2     4.23320007118821 -2.95182071214408e-08 -4.67007540208924e-09                  270
                   2     4.23199854914777 -3.34484884003136e-08 -5.29188518370106e-09                  270
                   2     4.23080378617544 -3.78843249387137e-08 -5.99367886041201e-09                  270
                   2     4.22961559467007 -4.28883347412488e-08 -6.78536322642007e-09                  270
                   2     4.22843378599416 -4.85305744002049e-08 -7.67802193484292e-09                  270
                   2     4.22725817058425 -5.4889381128462e-08 -8.68404871574123e-09                  270
                   2     4.22608855806003 -6.2052307441239e-08 -9.81729525211302e-09                  270
                   2     4.22492475733215 -7.01171528985211e-08 -1.10932344118578e-08                  270
                   2     4.22376657670854 -7.9193108874858e-08 -1.25291413618009e-08                  270
                   2     4.22261382399939 -8.94020199280314e-08 -1.41442931288238e-08                  270
                   2     4.22146630662063 -1.00879781935046e-07 -1.59601897989524e-08                  270
                   2     4.22032383169592 -1.13777882247642e-07 -1.80007981853535e-08                  270
                   2     4.21918620615715 -1.2826510056517e-07 -2.02928209234229e-08                  270
                   2     4.21805323684346 -1.44529386701605e-07 -2.28659935522962e-08                  270
                   2     4.21692473059867 -1.62779927851984e-07 -2.57534115770614e-08                  270
                   2     4.21580049436721 -1.83249427207423e-07 -2.89918909684294e-08                  270
                   2     4.21468033528854 -2.06196612826644e-07 -3.26223650912856e-08                  270
                   2     4.21356406079005 -2.3190899861316e-07 -3.6690321518877e-08                  270
                   2     4.21245147867838 -2.60705920087639e-07 -4.12462823223424e-08                  270
                   2     4.21134239722938 -2.92941870586172e-07 -4.63463318906246e-08                  270
                   2      4.2102366252765 -3.29010167716975e-07 -5.20526970005659e-08                  270
                   2     4.20913397229785 -3.69346976336504e-07 -5.84343832919401e-08                  270
                   2     4.20803424850176 -4.14435722919618e-07 -6.55678736649338e-08                  270
                   2     4.20693726491115 -4.64811937669012e-07 -7.35378943502561e-08                  270
                   2     4.20584283344649 -5.21068557767935e-07 -8.24382539367241e-08                  270
                   2     4.20475076700764 -5.83861737785457e-07 -9.23727626354515e-08                  270
                   2     4.20366087955446 -6.53917208201469e-07 -1.03456238262058e-07                  270
                   2     4.20257298618648 -7.32037232472546e-07 -1.15815606914024e-07                  270
                   2     4.20148690322145 -8.19108209908483e-07 -1.2959110582175e-07                  270
                   2     4.20040244827316 -9.16108985915304e-07 -1.44937598112062e-07                  270
                   2     4.19931944032838 -1.02411992275702e-06 -1.62026007893383e-07                  270
                   2     4.19823769982325 -1.14433280058537e-06 -1.81044886697603e-07                  270
                   2      4.1971570487191 -1.27806161428503e-06  -2.022021216489e-07                  270
                   2     4.19607731057794 -1.42675434155588e-06 -2.2572679729198e-07                  270
                   2     4.19499831063767 -1.59200576101533e-06 -2.51871223543984e-07                  270
                   2     4.19391987588733 -1.77557140687707e-06 -2.80913143464143e-07                  270
                   2     4.19284183514241 -1.97938275012383e-06 -3.13158135067041e-07                  270
                   2     4.19176401912047 -2.20556370512567e-06 -3.48942222834619e-07                  270
                   2     4.19068626051737 -2.45644856380661e-06 -3.8863471508058e-07                  270
                   2     4.18960839408412 -2.73460147311803e-06 -4.32641285481371e-07                  270
                   2     4.18853025670485 -3.04283757136741e-06 -4.81407317054638e-07                  270
                   2     4.18745168747586 -3.38424591134594e-06 -5.35421528993323e-07                  270
                   2     4.18637252778631 -3.76221428895473e-06 -5.95219907694204e-07                  270
                   2     4.18529262140007 -4.18045578404867e-06 -6.61389965081318e-07                  270
                   2     4.18421181453238 -4.64303163251264e-06 -7.34575348089161e-07                  270
                   2     4.18312995582422 -5.15429380352447e-06 -8.15480825596964e-07                  270
                   2     4.18204689508024 -5.71785022997085e-06 -9.04877679969499e-07                  270
                   2     4.18096246963763 -6.32575005241188e-06 -1.00360953262008e-06                  270
                   2     4.17987638702031 -6.86566090712712e-06 -1.11259863404178e-06                  270
                   2     4.17878738047214 -6.45310562975578e-06 -1.23285265147846e-06                  270
                   2     4.17768812569441 5.87952728261879e-07 -1.36547198873662e-06                  270
                   2     4.17653977576347  4.4860603132826e-05 -1.51165767436758e-06                  270
                   2      4.1751666398257 0.000265173468956913 -1.67271985747407e-06                  270
                   2      4.1729009571492  0.00118942090326063 -1.85008695149223e-06                  270
                   2     4.16762570465025  0.00449144320093899 -2.04531546905868e-06                  270
                   2      4.1537928135031   0.0145580395042718 -2.26010059316652e-06                  270
                   2     4.11955346590783   0.0407580664287648 -2.49628753257249e-06                  270
                   2      4.0448114667858   0.0989816535473936 -2.75588371078086e-06                  270
                   2     3.90397334160264    0.209465677853504 -3.04107184195075e-06                  270
                   2     3.67644744830985    0.388492027304878 -3.35422394793833e-06                  270
                   2     3.36204309717725    0.636211386739316 -3.69791637500605e-06                  270
                   2     2.99073950213074      0.9289188455793 -4.0749458694165e-06                  270
                   2     2.61608696497933     1.22427163725298 -4.4883467728018e-06                  270
                   2     2.29310139946955     1.47876812580189 -4.94140934326566e-06                  270
                   2     2.05514099434482     1.66603162377788 -5.43769832549242e-06                  270
                   2     1.90519671786121     1.78369706394808 -5.98105899136767e-06                  270
                   2     1.82421492507208     1.84683024347171 -6.57546385410999e-06                  270
                   2     1.78649338605463     1.87575405439154 -7.2232910180914e-06                  270
                   2     1.77103994868106     1.88706709309809 -7.91073477133717e-06                  270
                   2     1.76511462993078     1.89084289887725 -8.50504635946051e-06                  270
                   2     1.76260328311967     1.89191590904239 -8.14989043516659e-06                  270
                   2     1.76111993111292     1.89217266861619 -2.30729152212416e-06                  270
                   2     1.75989593827423      1.8922208799817   2.917459655027e-05                  270
                   2     1.75872500913208     1.89222360143408 0.000161233442838195                  270
                   2     1.75756073451803      1.8922174709391 0.000625965963888938                  270
                   2     1.75639432849889     1.89220938066925  0.00201667229527103                  270
                   2     1.75522439404431     1.89220038364701  0.00556625323802763                  270
                   2     1.75405075763215     1.89219056888148   0.0132996920368902                  270
                   2     1.75287342401378     1.89217988795735   0.0276853269711729                  270
                   2      1.7516924283904     1.89216827204002   0.0505353227929003                  270
                   2     1.75050781930162     1.89215564553198   0.0815281792529332                  270
                   2     1.74931965745139     1.89214192713463    0.117425653382961                  270
                   2     1.74812801619174     1.89212702960654    0.152931187152942                  270
                   2     1.74693298218044     1.89211085939193    0.182919812992944                  270
                   2     1.74573465608432     1.89209331622115    0.204548898085674                  270
                   2     1.74453315331987     1.89207429268993    0.217869466598336                  270
                   2     1.74332860483193     1.89205367381727     0.22487377682423                  270
                   2     1.74212115791171     1.89203133658119    0.228017446408655                  270
                   2     1.74091097705541     1.89200714943172    0.229220547793519                  270
                   2     1.73969824486475     1.89198097178034    0.229611612706784                  270
                   2     1.73848316299045      1.8919526534654    0.229717626274326                  270
                   2     1.73726595312013     1.89192203419261    0.229739157849896                  270
                   2     1.73604685801161     1.89188894295018     0.22973929789525                  270
                   2     1.73482614257272     1.89185319739791    0.229734577855539                  270
                   2     1.73360409498882     1.89181460322964    0.229728610788848                  270
                   2     1.73238102789883     1.89177295350856    0.229722039000353                  270
                   2     1.73115727962088      1.8917280279748     0.22971493323829                  270
                   2     1.72993321542829       1.891679592325    0.229707270410653                  270
                   2     1.72870922887669     1.89162739746319    0.229699012676062                  270
                   2     1.72748574318278     1.89157117872285    0.229690118311089                  270
                   2     1.72626321265537      1.8915106550597    0.229680542864165                  270
                   2     1.72504212417875     1.89144552821508    0.229670239149352                  270
                   2     1.72382299874841     1.89137548184962    0.229659157120073                  270
                   2     1.72260639305863     1.89130018064723    0.229647243728703                  270
                   2     1.72139290114068     1.89121926938937     0.22963444278128                  270
                   2     1.72018315604938     1.89113237199955    0.229620694788399                  270
                   2     1.71897783159403     1.89103909055844    0.229605936813069                  270
                   2     1.71777764410671     1.89093900428967    0.229590102316784                  270
                   2     1.71658335423663     1.89083166851679    0.229573121005898                  270
                   2     1.71539576875179     1.89071661359187    0.229554918681764                  270
                   2     1.71421574231751     1.89059334379634    0.229535417100249                  270
                   2     1.71304417920369      1.8904613362148    0.229514533849653                  270
                   2     1.71188203484437     1.89032003958269    0.229492182261268                  270
                   2     1.71073031713162     1.89016887310884    0.229468271374786                  270
                   2     1.70959008726242     1.89000722527401    0.229442705992591                  270
                   2     1.70846245986599     1.88983445260682    0.229415386874329                  270
                   2     1.70734860200675     1.88964987843843    0.229386211148059                  270
                   2     1.70624973047315     1.88945279163774    0.229355073049353                  270
                   2     1.70516710650648     1.88924244532876    0.229321865148065                  270
                   2     1.70410202678021     1.88901805559232    0.229286480287586                  270
                   2     1.70305580898747     1.88877880015412    0.229248814547014                  270
                   2      1.7020297698157     1.88852381706157    0.229208771646231                  270
                   2     1.70102519236831     1.88825220335194    0.229166269349922                  270
                   2     1.70004327923045     1.88796301371456    0.229121248589847                  270
                   2     1.69908508638288     1.88765525914999    0.229073686212661                  270
                   2     1.69815143208114      1.8873279056293    0.229023612466224                  270
                   2     1.69724277370891     1.88697987275686    0.228971134547089                  270
                   2     1.69635904459914     1.88661003244008    0.228916467724024                  270
                   2     1.69549944205803     1.88621720756992    0.228859975695955                  270
                   2     1.69466215754449     1.88580017071611    0.228802221896103                  270
                   2       1.693844040421     1.88535764284121    0.228744033366377                  270
                   2     1.69304018820976     1.88488829203792     0.22868657853867                  270
                   2     1.69224345918464     1.88439073229415    0.228631459711341                  270
                   2      1.6914439077071     1.88386352229059    0.228580820142584                  270
                   2     1.69062814920127     1.88330516423582    0.228537464454393                  270
                   2     1.68977867015152     1.88271410274397    0.228504989433995                  270
                   2     1.68887310888163     1.88208872376033    0.228487920355498                  270
                   2     1.68788354475214     1.88142735354037    0.228491845696125                  270
                   2     1.68677584607851      1.8807282576877    0.228523540723702                  270
                   2      1.6855091394651     1.87998964025701    0.228591068086233                  270
                   2     1.68403547396888      1.8792096429277    0.228703841505278                  270
                   2     1.68229976089001      1.8783863442543    0.228872637277208                  270
                   2     1.68024007223661     1.87751775900003    0.229109537860381                  270
                   2      1.6777883762912      1.8766018375595    0.229427792700724                  270
                   2     1.67487177577803     1.87563646547716    0.229841583895401                  270
                   2     1.67141429202294     1.87461946306784     0.23036568847898                  270
                   2     1.66733920716802     1.87354858514572    0.231015035046913                  270
                   2     1.66257193694727      1.8724215208685     0.23180415991884                  270
                   2     1.65704336090022     1.87123589370302    0.232746576681427                  270
                   2     1.65069348849639     1.86998926151902    0.233854082113039                  270
                   2     1.64347529273167     1.86867911681735    0.235136030372571                  270
                   2     1.63535850223817      1.8673028870991    0.236598615004784                  270
                   2     1.62633311386218     1.86585793538194    0.238244203820428                  270
                   2     1.61641237460149     1.86434156086985    0.240070774182083                  270
                   2     1.60563498826809     1.86275099978225    0.242071495001063                  270
                   2     1.59406633011638     1.86108342634853    0.244234496474103                  270
                   2     1.58179850172907     1.85933595397343    0.246542859303267                  270
                   2     1.56894912616268     1.85750563657899    0.248974842325362                  270
                   2     1.55565886497191       1.855589470128     0.25150435202735                  270
                   2     1.54208772763768     1.85358439433407     0.25410164059487                  270
                   2     1.52841033226143     1.85148729456268     0.25673420241908                  270
                   2     1.51481035590312      1.8492950039277    0.259367823935219                  270
                   2     1.50147447591306     1.84700430558689    0.261967729745871                  270
                   2      1.4885861437677      1.8446119352402    0.264499760379754                  270
                   2     1.47631954620402      1.8421145838335    0.266931514522095                  270
                   2     1.46483409350242     1.83950890047052    0.269233391381552                  270
                   2     1.45426973311664     1.83679149553487    0.271379476742892                  270
                   2     1.44474332270206     1.83395894402367    0.273348228397301                  270
                   2     1.43634621633017     1.83100778909375    0.275122931835525                  270
                   2     1.42914312907492     1.82793454582068    0.276691913860863                  270
                   2     1.42317225647309      1.8247357051704     0.27804851856632                  270
                   2     1.41844654439918     1.82140773818255    0.279190865445688                  270
                   2     1.41495593818162     1.81794710036389    0.280121422036924                  270
                   2     1.41267039194376     1.81435023628954     0.28084643255262                  270
                   2     1.41154339256487     1.81061358440914    0.281375248985416                  270
                   2     1.41151574741168     1.80673358205417    0.281719612169039                  270
                   2     1.41251939911764     1.80270667064207    0.281892927601727                  270
                   2     1.41448106058794      1.7985293010719    0.281909575178754                  270
                   2      1.4173255044507     1.79419793930573    0.281784284211934                  270
                   2     1.42097838830846     1.78970907212889    0.281531596192043                  270
                   2     1.42536854549621     1.78505921308176    0.281165428597501                  270
                   2     1.43042971640403     1.78024490855468    0.280698744468194                  270
                   2      1.4361017345409     1.77526274403708    0.280143325058682                  270
                   2      1.4423312123179      1.7701093505108    0.279509637054909                  270
                   2     1.44907179308388     1.76478141097729    0.278806781758733                  270
                   2     1.45628404835383       1.759275667107    0.278042511296499                  270
                   2      1.4639351033418     1.75358892599913    0.277223296118862                  270
                   2      1.4719980713083     1.74771806703874     0.27635442855211                  270
                   2     1.48045136960609     1.74166004883765    0.275440148605658                  270
                   2     1.48927797944933     1.73541191624501     0.27448378029657                  270
                   2     1.49846469899197     1.72897080741246    0.273487869107609                  270
                   2     1.50800142666011     1.72233396089845    0.272454313589035                  270
                   2      1.5178804998843     1.71549872279554    0.271384486348948                  270
                   2     1.52809610411164     1.70846255386385    0.270279341621294                  270
                   2     1.53864375861375      1.7012230366536    0.269139508185161                  270
                   2     1.54951987924373     1.69377788259881    0.267965367614646                  270
                   2     1.56072141383188     1.68612493906421    0.266757118684868                  270
                   2     1.57224554311129     1.67826219632653    0.265514829290909                  270
                   2     1.58408943862586     1.67018779447157    0.264238477510238                  270
                   2     1.59625006867078     1.66190003018769    0.262927983516985                  270
                   2     1.60872404364177     1.65339736343632    0.261583233996316                  270
                   2     1.62150749295696      1.6446784239801     0.26020410055974                  270
                   2     1.63459596674966     1.63574201774883    0.258790453468169                  270
                   2      1.6479843566487     1.62658713302358    0.257342171759595                  270
                   2     1.66166683105521     1.61721294641936    0.255859150673362                  270
                   2     1.67563678131981     1.60761882864676    0.254341307076398                  270
                   2     1.68988677608835     1.59780435003313    0.252788583435146                  270
                   2     1.70440852180317      1.5877692857842    0.251200950742556                  270
                   2     1.71919282792713     1.57751362096724    0.249578410701534                  270
                   2     1.73422957591155     1.56703755519743    0.247920997382044                  270
                   2     1.74950769127567     1.55634150700924    0.246228778505125                  270
                   2     1.76501511842382     1.54542611789548    0.244501856459783                  270
                   2     1.78073879801514     1.53429225599707    0.242740369124396                  270
                   2     1.79666464683637     1.52294101942735    0.240944490540047                  270
                   2     1.81277754022286     1.51137373921539    0.239114431466355                  270
                   2     1.82906129713922     1.49959198185361    0.237250439838954                  270
                   2     1.84549866807495     1.48759755143594    0.235352801140156                  270
                   2      1.8620713259398     1.47539249137364    0.233421838689436                  270
                   2     1.87875986016188     1.46297908567675    0.231457913857209                  270
                   2     1.89554377420166     1.45035985979051    0.229461426203457                  270
                   2     1.91240148670013     1.43753758097693    0.227432813541659                  270
                   2     1.92931033647916     1.42451525823281    0.225372551927813                  270
                   2     1.94624659160933     1.41129614173712    0.223281155574088                  270
                   2     1.96318546275372     1.39788372182138     0.22115917668652                  270
                   2     1.98010112098787     1.38428172745824    0.219007205226215                  270
                   2     1.99696672028416     1.37049412426494    0.216825868593637                  270
                   2     2.01375442483547     1.35652511201932    0.214615831235708                  270
                   2      2.0304354413767     1.34237912168775    0.212377794175638                  270
                   2     2.04698005664443     1.32806081196557    0.210112494465617                  270
                   2     2.06335768009406     1.31357506533223    0.207820704562703                  270
                   2     2.07953689197123     1.29892698362453    0.205503231628478                  270
                   2     2.09548549680873      1.2841218831331    0.203160916753254                  270
                   2     2.11117058239319     1.26916528922829    0.200794634105853                  270
                   2     2.12655858421633     1.25406293052365    0.198405290010194                  270
                   2     2.14161535539429       1.238820732586    0.195993821950175                  270
                   2     2.15630624200576      1.2234448112029    0.193561197504515                  270
                   2      2.1705961637645     1.20794146521965    0.191108413213498                  270
                   2     2.18444969990626     1.19231716895919    0.188636493379724                  270
                   2      2.1978311801323     1.17657856423968    0.186146488805213                  270
                   2     2.21070478041368     1.16073245200591    0.183639475467402                  270
                   2     2.22303462342127     1.14478578359168    0.181116553136782                  270
                   2      2.2347848833069     1.12874565163192    0.178578843939086                  270
                   2     2.24591989452156     1.11261928064386    0.176027490865152                  270
                   2     2.25640426431699     1.09641401729832    0.173463656231734                  270
                   2     2.26620298853795     1.08013732040264    0.170888520096703                  270
                   2     2.27528157027461     1.06379675061805    0.168303278632232                  270
                   2     2.28360614090749     1.04739995993501      0.1657091424597                  270
                   2     2.29114358304223     1.03095468093107    0.163107334950157                  270
                   2     2.29786165479807     1.01446871583605    0.160499090494347                  270
                   2     2.30372911488326    0.997949925430707    0.157885652746353                  270
                   2      2.3087158478622    0.981406217804798    0.155268272845018                  270
                   2     2.31279298899413    0.964845537001668    0.152648207617399                  270
                   2     2.31593304800133    0.948275851576303    0.150026717768541                  270
                   2     2.31811003110712    0.931705143094436    0.147405066061918                  270
                   2     2.31929956066975    0.915141394600305    0.144784515494921                  270
                   2     2.31947899172891    0.898592579080865    0.142166327473775                  270
                   2     2.31862752477655    0.882066647954205    0.139551759992298                  270
                   2     2.31672631406354    0.865571519609891    0.136942065818862                  270
                   2     2.31375857075849    0.849115068028738    0.134338490695935                  270
                   2     2.30970966028509    0.832705111509274    0.131742271556486                  270
                   2     2.30456719317932    0.816349401527789    0.129154634761541                  270
                   2     2.29832110882848    0.800055611758417    0.126576794363047                  270
                   2     2.29096375147954    0.783831327279169    0.124009950396159                  270
                   2     2.28248993793545     0.76768403398918    0.121455287204941                  270
                   2     2.27289701639366    0.751621108261794    0.118913971805383                  270
                   2     2.26218491592272     0.73564980685724    0.116387152289485                  270
                   2     2.25035618611797     0.71977725711788    0.113875956274048                  270
                   2     2.23741602652808    0.704010447467997    0.111381489397641                  270
                   2     2.22337230549839    0.688356218239143    0.108904833869087                  270
                   2     2.20823556813555    0.672821252840977    0.106447047070593                  270
                   2     2.19201903315951     0.65741206929639    0.104009160218529                  270
                   2       2.174738578474    0.642135012158551    0.101592177084621                  270
                   2     2.15641271535361    0.626996244826248   0.0991970727801596                  270
                   2      2.1370625512154    0.612001742272648   0.0968247926056204                  270
                   2     2.11671174101325    0.597157284201249   0.0944762509678653                  270
                   2     2.09538642736546    0.582468448641486   0.0921523303669032                  270
                   2     2.07311516959768    0.567940605995013   0.0898538804539531                  270
                   2     2.04992886195544    0.553578913542337   0.0875817171623386                  270
                   2     2.02586064131112    0.539388310418008   0.0853366219125121                  270
                   2     2.00094578475977    0.525373513061164   0.0831193408922864                  270
                   2     1.97522159756559    0.511539011146767   0.0809305844131147                  270
                   2     1.94872729198516    0.497889064001427   0.0787710263430393                  270
                   2      1.9215038575553    0.484427697506288   0.0766413036166954                  270
                   2      1.8935939234906     0.47115870148798   0.0745420158225356                  270
                   2     1.86504161388914    0.458085627597276   0.0724737248672112                  270
                   2     1.83589239649327    0.445211787673664   0.0704369547168308                  270
                   2     1.80619292579544    0.432540252592678   0.0684321912145977                  270
                   2     1.77599088131671    0.420073851591517   0.0664598819741149                  270
                   2     1.74533480191703    0.407815172067152   0.0645204363474443                  270
                   2     1.71427391702192     0.39576655983987    0.062614225466802                  270
                   2     1.68285797566863    0.383930119873985   0.0607415823585817                  270
                   2     1.65113707428752    0.372307717446266   0.0589028021282118                  270
                   2     1.61916148413941    0.360900979751521   0.0570981422141745                  270
                   2      1.5869814793285      0.3497112979337   0.0553278227093476                  270
                   2     1.55464716630235    0.338739829529884   0.0535920267476664                  270
                   2     1.52220831573554    0.327987501313559   0.0518909009539601                  270
                   2     1.48971419767224    0.317455012522725    0.050224555954669                  270
                   2     1.45721342077546    0.307142838457528   0.0485930669470267                  270
                   2     1.42475377649697    0.297051234431379   0.0469964743241668                  270
                   2     1.39238208894249    0.287180240058845   0.0454347843535096                  270
                   2     1.36014407116207    0.277529683862953   0.0439079699056844                  270
                   2     1.32808418854595    0.268099188184054   0.0424159712311596                  270
                   2     1.29624552995221    0.258888174371858   0.0409586967816761                  270
                   2     1.26466968713437    0.249895868241931    0.039536024073518                  270
                   2     1.23339664297601     0.24112130577753   0.0381478005896016                  270
                   2     1.20246466897497    0.232563339057489   0.0367938447173246                  270
                   2     1.17191023235337    0.224220642390583    0.035473946719085                  270
                   2     1.14176791310182    0.216091718636771   0.0341878697323646                  270
                   2     1.11207033119653    0.208174905695613   0.0329353507962605                  270
                   2     1.08284808415895    0.200468383142182   0.0317161019013546                  270
                   2     1.05412969505772    0.192970178990914   0.0305298110598202                  270
                   2     1.02594157098415    0.185678176567917   0.0293761433926916                  270
                   2    0.998307971964968    0.178590121472545   0.0282547422312536                  270
                   2    0.971250990210374    0.171703628609233   0.0271652302295488                  270
                   2    0.944790539532149    0.165016189270975   0.0261072104850543                  270
                   2    0.918944354706136    0.158525178256158   0.0250802676646358                  270
                   2     0.89372800049606    0.152227861000901   0.0240839691329555                  270
                   2    0.869154890002102    0.146121400709538    0.023117866080585                  270
                   2    0.845236311948014    0.140202865466367   0.0221814946491556                  270
                   2    0.821981466475251    0.134469235312371   0.0212743770509665                  270
                   2    0.799397508971819    0.128917409271201   0.0203960226805645                  270
                   2     0.77748960142755    0.123544212309327   0.0195459292159109                  270
                   2    0.756260970776438    0.118346402215948   0.0187235837068509                  270
                   2    0.735712973660548    0.113320676388907   0.0179284636487136                  270
                   2    0.715845167029084    0.108463678513593    0.017160038038981                  270
                   2    0.696655383970201    0.103772005122519   0.0164177684150791                  270
                   2    0.678139814162265   0.0992422120240308   0.0157011098714633                  270
                   2    0.660293088325313    0.094870820589346   0.0150095120542911                  270
                   2    0.643108366052261   0.0906543238878972   0.0143424201320949                  270
                   2    0.626577426402903   0.0865891926617341    0.013699275740992                  270
                   2    0.610690760651591   0.0826718811305176   0.0130795179030925                  270
                   2    0.595437666591547   0.0788988326194116   0.0124825839168882                  270
                   2    0.580806343814716   0.0752664850029698   0.0119079102185299                  270
                   2    0.566783989405613   0.0717712759588782   0.0113549332130222                  270
                   2    0.553356893510417    0.068409648026182   0.0108230900744849                  270
                   2    0.540510534268407   0.0651780534633852   0.0103118195147536                  270
                   2    0.528229671621131   0.0620729589025406  0.00982056251970298                  270
                   2    0.516498439545368   0.0590908497961871  0.00934876305279658                  270
                   2    0.505300436288367   0.0562282346546956  0.00889586872547765                  270
                   2    0.494618812217902   0.0534816490722678  0.00846133143412187                  270
                   2     0.48443635493476   0.0508476595405074  0.00804460796338302                  270
                   2    0.474735571331302   0.0483228670491285  0.00764516055586062                  270
                   2     0.46549876631606   0.0459039104739789  0.00726245744811926                  270
                   2     0.45670811796096    0.043587469753158  0.00689597337318221                  270
                   2    0.448345748863997   0.0413702688525732  0.00654519002971177                  270
                   2    0.440393793556215   0.0392490785228157  0.00620959651817515                  270
                   2    0.432834461816801   0.0372207188497535  0.00588868974437323                  270
                   2    0.425650097794368   0.0352820616017107   0.0055819747907882                  270
                   2    0.418823234865313   0.0334300323765646  0.00528896525627542                  270
                   2    0.412336646191606   0.0316616125524989  0.00500918356469232                  270
                   2     0.40617339097025   0.0299738410465487  0.00474216124311777                  270
                   2    0.400316856394666   0.0283638158854356  0.00448743917037381                  270
                   2    0.394750795374539   0.0268286955935015  0.00424456779661064                  270
                   2    0.389459360084758   0.0253657004028665  0.00401310733476584                  270
                   2    0.384427131436316   0.0239721132911883   0.0037926279247481                  270
                   2    0.379639144581946   0.0226452808526443  0.00358270977123543                  270
                   2    0.375080910587221   0.0213826140079578  0.00338294325600824                  270
                   2    0.370738434413473   0.0201815885594747  0.00319292902576829                  270
