[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1509065902.606000 10/26/2017, 5:58:22 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.61,  Build 082

INFO, NAME, YBCO Gd 3nm
INFO, WEIGHT, 59.410
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, with substrate
INFO, COMMENT, H in plane
INFO, SEQUENCE FILE: 20171025-YBCO-Ta-500C.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1509069485.521,,1.000000e+001,4.601728e+001,-5.268964e-005,3.854543e-008,3,4.665855e-001,7.315562e-002,,,,,,,,,,,,,,48,2,6.000000e+000,1.736069e-002,0.000000e+000,0,,0,
1509069640.061,,1.000000e+001,4.802679e+001,-5.186349e-005,1.874537e-008,3,4.647623e-001,3.614366e-002,,,,,,,,,,,,,,48,2,6.000000e+000,2.153015e-002,0.000000e+000,0,,0,
1509069788.921,,1.000000e+001,5.004460e+001,-5.097849e-005,1.234797e-007,3,4.656005e-001,2.422192e-001,,,,,,,,,,,,,,48,2,6.000000e+000,1.975250e-002,0.000000e+000,0,,0,
1509069940.722,,1.000000e+001,5.205075e+001,-4.981150e-005,3.007182e-008,3,4.628229e-001,6.037124e-002,,,,,,,,,,,,,,48,2,6.000000e+000,3.374100e-002,0.000000e+000,0,,0,
1509070108.592,,1.000000e+001,5.403664e+001,-4.784951e-005,3.929402e-008,3,4.575566e-001,8.212000e-002,,,,,,,,,,,,,,48,2,6.000000e+000,3.749847e-002,0.000000e+000,0,,0,
1509070264.812,,1.000000e+001,5.606016e+001,-4.515011e-005,2.286899e-008,3,4.481037e-001,5.065101e-002,,,,,,,,,,,,,,48,2,6.000000e+000,2.729797e-002,0.000000e+000,0,,0,
1509070415.852,,1.000000e+001,5.806451e+001,-4.131423e-005,4.933939e-008,3,4.360727e-001,1.194247e-001,,,,,,,,,,,,,,48,2,6.000000e+000,2.153015e-002,0.000000e+000,0,,0,
1509070572.362,,1.000000e+001,6.006486e+001,-3.699822e-005,9.869164e-008,3,4.196058e-001,2.667470e-001,,,,,,,,,,,,,,48,2,6.000000e+000,3.940964e-002,0.000000e+000,0,,0,
1509070734.193,,1.000000e+001,6.205429e+001,-3.211799e-005,8.920191e-008,3,3.983707e-001,2.777319e-001,,,,,,,,,,,,,,48,2,6.000000e+000,2.619934e-002,0.000000e+000,0,,0,
1509070887.203,,1.000000e+001,6.408324e+001,-2.702253e-005,6.545058e-008,3,3.761458e-001,2.422075e-001,,,,,,,,,,,,,,48,2,6.000000e+000,5.009460e-002,0.000000e+000,0,,0,
