[Header]
; AC Transport Data File (default extension .dat)
; Copyright 1998, Quantum Design, Inc. All rights reserved.
TITLE,PPMS_MANG
FILEOPENTIME,30468088.70,12/19/2017,4:49 pm
BYAPP,ACTRANSPORT,2.0,1.1
INFO,PPMS AC Transport Option Release 2.2.4. Build 2,APPNAME
INFO,,SAMPLE1_MATERIAL
INFO,,SAMPLE1_COMMENT
INFO,1.0,SAMPLE1_LEAD_SEPARATION
INFO,1.0,SAMPLE1_CROSS_SECTION
INFO,,SAMPLE2_MATERIAL
INFO,,SAMPLE2_COMMENT
INFO,1.0,SAMPLE2_LEAD_SEPARATION
INFO,1.0,SAMPLE2_CROSS_SECTION
DATATYPE,COMMENT,1
DATATYPE,TIME,2
FIELDGROUP,ACResist,2,4,5,6,7,8,9,10,13,14,15,16,53
FIELDGROUP,ACHall,2,4,5,6,7,8,9,10,17,18,19,20,53
FIELDGROUP,ACIVcurve,2,4,5,6,7,8,9,10,53
FIELDGROUP,ACCritCurrent,2,4,5,6,7,8,9,21,22,23,24,53
STARTUPGROUP,All
STARTUPAXIS,X,2
STARTUPAXIS,Y1,3
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (deg),Excitation (mA),Frequency (Hz),Volts ch1,Volts ch2,V Std.Dev. ch1,V Std.Dev. ch2,Res. ch1 (ohm-cm),Res. ch2 (ohm-cm),Res. Std.Dev. ch1,Res. Std.Dev. ch2,Hall ch1 (cm^3/coul),Hall ch2 (cm^3/coul),Hall Std.Dev. ch1,Hall Std.Dev. ch2,Crit.Cur. ch1 (mA),Crit.Cur. ch2 (mA),C.Cur. Std.Dev. ch1,C.Cur. Std.Dev. ch2,ACT Status (code),ACT Gain,2nd Harm. ch1 (dB),2nd Harm. ch2 (dB),3rd Harm. ch1 (dB),3rd Harm. ch2 (dB),Quad.Error ch1 (ohm-cm-rad),Quad.Error ch2 (ohm-cm-rad),Drive Signal ch1 (V),Drive Signal ch2 (V),Bridge 1 Resistance (ohms),Bridge 1 Excitation (uA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (uA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (uA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (uA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (watts),Drive 2 Iout (mA),Drive 2 Ipower (watts),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,30468320.67,4374,292.70905,0,90.014,0.102153342753992,173,0.00234776711589633,,3.32362152589352E-7,,22.9833187372487,,0.00325363841944065,,,,,,,,,,0,1250,-89.8928463996331,,-82.7589563757939,,6.42370253145943E-7,,0.00234776711619738,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468334.63,4374,290.86355,0,90.014,0.102153342753992,173,0.00234344206403773,,3.34882958165104E-7,,22.9409779106793,,0.00327831554439668,,,,,,,,,,0,1250,-87.6957653759356,,-83.1144990503282,,1.65725845701161E-8,,0.00234344206403793,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468348.45,4374,288.9008,0,90.014,0.102153342753992,173,0.00233883748081029,,3.45713041428241E-7,,22.8959005685729,,0.00338433580206021,,,,,,,,,,0,1250,-87.1126945176108,,-82.7697728887578,,3.44017736792219E-7,,0.00233883748089696,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468360.905,4374,287.1268,0,90.014,0.102153342753992,173,0.0023345161419543,,3.51463964070985E-7,,22.8535960987065,,0.00344063394199018,,,,,,,,,,0,1250,-87.314065769755,,-82.43128059999,,8.89340201413821E-7,,0.00233451614253461,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468374.61,4374,285.0687,0,90.014,0.102153342753992,173,0.00232951563067576,,3.52413017671278E-7,,22.8046427613694,,0.00344992446657185,,,,,,,,,,0,1250,-87.0200637085647,,-82.2698653165188,,1.07286030561165E-6,,0.0023295156315221,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468387.615,4374,283.0901,0,90.014,0.102153342753992,173,0.00232465343485147,,3.62389602442432E-7,,22.7570434909356,,0.00354758942505489,,,,,,,,,,0,1250,-85.6049064186734,,-83.2870453071865,,6.3339313800656E-7,,0.00232465343514707,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468401.245,4374,281.00375,0,90.014,0.102153342753992,173,0.0023194105289217,,3.54440002463237E-7,,22.7057172011819,,0.00346976714982809,,,,,,,,,,0,1250,-87.1456797302739,,-81.6793039186945,,4.41096308011209E-7,,0.00231941052906539,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468414.335,4374,278.93965,0,90.014,0.102153342753992,173,0.00231424261849579,,3.32487872092787E-7,,22.65512509757,,0.00325486803888306,,,,,,,,,,0,1250,-87.3365389812152,,-83.0608158849053,,1.02356962553801E-6,,0.00231424261927123,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468427.435,4374,276.8773,0,90.014,0.102153342753992,173,0.00230910986497303,,3.43408208048182E-7,,22.6048771734389,,0.00336177177139559,,,,,,,,,,0,1250,-86.9265344527045,,-83.6827370806786,,9.31222683300963E-7,,0.00230910986561629,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468440.825,4374,274.69685,0,90.014,0.102153342753992,173,0.00230365364396067,,3.48498015081106E-7,,22.5514626175073,,0.00341159790999522,,,,,,,,,,0,1250,-85.5839604373655,,-81.4032868769673,,9.49716408800231E-7,,0.00230365364463132,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468454.605,4374,272.48045,0,90.014,0.102153342753992,173,0.00229801879259989,,3.42268587327542E-7,,22.4962993371437,,0.0033506151543324,,,,,,,,,,0,1250,-87.7411285280251,,-82.186624538061,,1.0580657698291E-6,,0.00229801879343432,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468466.97,4374,270.46775,0,90.014,0.102153342753992,173,0.00229292572390193,,3.30795159490726E-7,,22.446439930384,,0.00323829664180991,,,,,,,,,,0,1250,-86.714618420346,,-82.2266132235126,,1.45755077764925E-6,,0.00229292572548894,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468479.655,4374,268.3762,0,90.014,0.102153342753992,173,0.00228761937343396,,3.42121023272223E-7,,22.3944925732464,,0.00334917023344345,,,,,,,,,,0,1250,-87.5385941910722,,-82.5984279424488,,1.24190502760703E-6,,0.00228761937458878,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468492.43,4374,266.2324,0,90.014,0.102153342753992,173,0.00228232673368452,,3.2644338057522E-7,,22.3426794449079,,0.00319569485624454,,,,,,,,,,0,1250,-92.3162572949715,,-82.7797553351093,,1.58158427555767E-6,,0.0022823267355618,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468505.02,4374,264.1721,0,90.014,0.102153342753992,173,0.00227701470497951,,3.44540250931008E-7,,22.2906765109175,,0.00337285273508688,,,,,,,,,,0,1250,-87.3564488059091,,-80.9026587602402,,1.08198437386953E-6,,0.00227701470586014,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468518.825,4374,261.89865,0,90.014,0.102153342753992,173,0.00227123779879,,3.47595952439378E-7,,22.2341225925844,,0.0034027661113079,,,,,,,,,,0,1250,-88.2932706874749,,-82.531794794217,,1.62533217746089E-6,,0.00227123780078224,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468531.52,4374,259.75405,0,90.014,0.102153342753992,173,0.00226587804492044,,3.43286247310135E-7,,22.1816524574367,,0.00336057637563247,,,,,,,,,,0,1250,-87.7191904787336,,-81.6904654161751,,1.16149683766632E-6,,0.00226587804594025,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468545.25,4374,257.4697,0,90.014,0.102153342753992,173,0.0022599991409801,,3.3921564363033E-7,,22.1241000293342,,0.00332072729070987,,,,,,,,,,0,1250,-88.8444342906092,,-81.7122473301754,,1.63876055938625E-6,,0.00225999914301547,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468559.03,4374,255.1703,0,90.014,0.102153342753992,173,0.00225412695115889,,3.30184127215587E-7,,22.0666133369553,,0.00323231371502724,,,,,,,,,,0,1250,-88.2637374378083,,-83.0830258438486,,1.51305795098682E-6,,0.00225412695289851,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468572.6,4374,252.88345,0,90.014,0.102153342753992,173,0.00224837553111396,,3.41463150154102E-7,,22.0103089452239,,0.00334272870225275,,,,,,,,,,0,1250,-86.3540120815059,,-81.9938804795878,,1.65839847984105E-6,,0.00224837553320918,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468586.405,4374,250.53985,0,90.014,0.102153342753992,173,0.00224249557692331,,3.42045238445862E-7,,21.9527462559055,,0.0033484268151106,,,,,,,,,,0,1250,-89.4139491443253,,-81.3509123636564,,1.41291277279271E-6,,0.00224249557844814,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468598.85,4374,248.5272,0,90.014,0.102153342753992,173,0.00223706208720047,,3.53820561054299E-7,,21.8995543032271,,0.00346370028414227,,,,,,,,,,0,1250,-86.8172625422547,,-83.096343131356,,1.11999787542877E-6,,0.00223706208816093,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468612.835,4374,246.1331,0,90.014,0.102153342753992,173,0.00223119533405772,,3.21006454799402E-7,,21.8421208606671,,0.00314246882380211,,,,,,,,,,0,1250,-87.3183327037918,,-81.9944428023933,,1.53627761041835E-6,,0.00223119533586957,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468626.43,4374,243.8549,0,90.014,0.102153342753992,173,0.00222541501469481,,3.4508188228186E-7,,21.785533580967,,0.00337815323247542,,,,,,,,,,0,1250,-87.1403032844572,,-82.8061466245862,,1.87532664881252E-6,,0.00222541501740166,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468640.285,4374,241.55645,0,90.014,0.102153342753992,173,0.00221932500900495,,3.37281232751217E-7,,21.7259145889427,,0.0033017891550935,,,,,,,,,,0,1250,-92.749757792952,,-82.7463533521044,,1.8631484226939E-6,,0.00221932501168408,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468653.66,4374,239.3286,0,90.014,0.102153342753992,173,0.00221347167705901,,3.19696508355075E-7,,21.6686125557036,,0.0031296446382159,,,,,,,,,,0,1250,-90.3951449766688,,-82.5000871940519,,1.92848533351387E-6,,0.00221347167993693,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468667.495,4374,236.99545,0,90.014,0.102153342753992,173,0.00220746260048646,,3.40708722114603E-7,,21.6097858451417,,0.00333534190234002,,,,,,,,,,0,1250,-86.8710850576524,,-81.2240299774413,,2.0819250963138E-6,,0.00220746260384969,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468680.315,4374,234.86785,0,90.014,0.102153342753992,173,0.00220201729266944,,3.4180928397405E-7,,21.5564782352431,,0.00334611558624347,,,,,,,,,,0,1250,-87.1059503045907,,-81.1041265441164,,1.569530336042E-6,,0.00220201729458563,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468693.69,4374,232.64955,0,90.014,0.102153342753992,173,0.00219624294819559,,3.42613222887058E-7,,21.4999494809351,,0.00335398548898048,,,,,,,,,,0,1250,-85.8627088359684,,-81.9795289108354,,1.38923508805682E-6,,0.00219624294970078,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468706.355,4374,230.56615,0,90.014,0.102153342753992,173,0.00219081077069809,,3.36942212280786E-7,,21.4467704242097,,0.00329846938855579,,,,,,,,,,0,1250,-89.4330539276949,,-82.5474825736599,,1.94395112067257E-6,,0.0021908107736526,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468718.655,4374,228.53745,0,90.014,0.102153342753992,173,0.00218563807573524,,3.33024556327831E-7,,21.3961316132561,,0.00326011763105498,,,,,,,,,,0,1250,-90.3872957398071,,-82.2208128529317,,2.15153536103055E-6,,0.00218563807936301,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468731.185,4374,226.50405,0,90.014,0.102153342753992,173,0.00218023257059037,,3.26354779563018E-7,,21.3432136805662,,0.00319482420360354,,,,,,,,,,0,1250,-87.1314403072414,,-81.864882698626,,1.98408984747278E-6,,0.00218023257368309,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468743.97,4374,224.394,0,90.014,0.102153342753992,173,0.00217480743571334,,3.0085033650862E-7,,21.2901035857407,,0.00294515032179476,,,,,,,,,,0,1250,-88.0072563823506,,-82.2683885681965,,1.9632780546699E-6,,0.00217480743874907,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468757.555,4374,222.17805,0,90.014,0.102153342753992,173,0.00216898284760281,,3.28608717337936E-7,,21.2330829957089,,0.00321688858119144,,,,,,,,,,0,1250,-87.7984285743948,,-81.8891146889806,,2.27051065736731E-6,,0.0021689828516739,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468770.195,4374,220.1529,0,90.014,0.102153342753992,173,0.00216355082455915,,3.4422002306343E-7,,21.1799054803391,,0.003369714017266,,,,,,,,,,0,1250,-89.395365514255,,-80.9877517637495,,2.15065346742805E-6,,0.00216355082822095,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468783.905,4374,217.926,0,90.014,0.102153342753992,173,0.00215766454019728,,3.34177593036597E-7,,21.1222809196931,,0.00327140426736191,,,,,,,,,,0,1250,-87.1406760783238,,-82.9053388354452,,2.22433348609897E-6,,0.00215766454412496,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468796.45,4374,215.91345,0,90.014,0.102153342753992,173,0.00215239220544554,,3.20371924858414E-7,,21.0706667059211,,0.00313625463794563,,,,,,,,,,0,1250,-86.5940379110428,,-82.4577105881495,,2.33600908154363E-6,,0.00215239220978813,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468809.295,4374,213.9111,0,90.014,0.102153342753992,173,0.0021469650289047,,3.26477021158556E-7,,21.0175366538569,,0.00319601980191169,,,,,,,,,,0,1250,-88.1025141740079,,-81.6786190751153,,2.20975343636984E-6,,0.00214696503280037,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468822.935,4374,211.77015,0,90.014,0.102153342753992,173,0.0021411180404581,,3.27643627602751E-7,,20.9602968049514,,0.00320744000901094,,,,,,,,,,0,1250,-87.0609027029749,,-81.7505264290336,,2.32113910165175E-6,,0.00214111804476815,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468835.31,4374,209.8068,0,90.014,0.102153342753992,173,0.0021358982114117,,3.34140230985845E-7,,20.9091966197481,,0.00327103779260875,,,,,,,,,,0,1250,-86.4326792163461,,-81.3188862874569,,2.58716670820865E-6,,0.0021358982167794,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468848.96,4374,207.719,0,90.014,0.102153342753992,173,0.00213017317254827,,3.23600852926677E-7,,20.8531506245155,,0.00316786325355883,,,,,,,,,,0,1250,-87.7015532692698,,-81.6378533501299,,2.10334405151883E-6,,0.00213017317610562,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468862.885,4374,205.50225,0,90.014,0.102153342753992,173,0.00212439031575444,,3.32553356307995E-7,,20.7965386198942,,0.00325550283703433,,,,,,,,,,0,1250,-88.8312474534991,,-81.8685365886581,,2.59881616000766E-6,,0.00212439032119994,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468876.395,4374,203.4292,0,90.014,0.102153342753992,173,0.00211883321294257,,3.35327471528068E-7,,20.7421366685372,,0.00328265961712641,,,,,,,,,,0,1250,-89.0759430022891,,-81.1983080061715,,2.71753209470546E-6,,0.00211883321891255,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468890.325,4374,201.3054,0,90.014,0.102153342753992,173,0.00211311182016948,,3.2039496839244E-7,,20.6861263864916,,0.00313647897668466,,,,,,,,,,0,1250,-91.5984840944345,,-82.0087188089777,,2.02415106719682E-6,,0.00211311182349059,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468903.77,4374,199.2789,0,90.014,0.102153342753992,173,0.00210758488232497,,3.28200368709779E-7,,20.6320197511677,,0.00321288908927435,,,,,,,,,,0,1250,-87.8587231497789,,-81.9484147223537,,2.50761454225559E-6,,0.00210758488743539,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468916.185,4374,197.4663,0,90.014,0.102153342753992,173,0.00210253836780486,,3.16761084195975E-7,,20.5826162841317,,0.00310090504522856,,,,,,,,,,0,1250,-88.4510090966925,,-80.9411487628769,,2.6122705817222E-6,,0.00210253837336407,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468928.95,4374,195.57305,0,90.014,0.102153342753992,173,0.00209729648568914,,3.24397770233616E-7,,20.5313002476187,,0.00317566354953339,,,,,,,,,,0,1250,-86.2683807894147,,-81.3404669767267,,2.6459006341135E-6,,0.00209729649140666,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468942.335,4374,193.60295,0,90.014,0.102153342753992,173,0.00209179282410549,,3.18099730731314E-7,,20.477421495318,,0.00311400926951568,,,,,,,,,,0,1250,-87.4410872912014,,-81.259624471753,,2.7697410655282E-6,,0.00209179283038723,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468955.025,4374,191.73245,0,90.014,0.102153342753992,173,0.00208670290126514,,3.32835440869137E-7,,20.4275930931882,,0.0032582630398043,,,,,,,,,,0,1250,-88.6912874907153,,-82.0801400158586,,2.35413201060034E-6,,0.0020867029058142,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468967.68,4374,189.87565,0,90.014,0.102153342753992,173,0.00208156868703998,,3.27531263314824E-7,,20.3773311004989,,0.00320633809363724,,,,,,,,,,0,1250,-86.8853779333555,,-82.8222614921241,,2.92364089808956E-6,,0.00208156869407358,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468980.58,4374,187.998,0,90.014,0.102153342753992,173,0.00207643237492836,,3.30358823886948E-7,,20.3270485755243,,0.00323401807662888,,,,,,,,,,0,1250,-89.2923553171234,,-81.8169735951781,,3.0665822971388E-6,,0.00207643238268568,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30468994.295,4374,186.06635,0,90.014,0.102153342753992,173,0.00207090615976181,,3.19330960249827E-7,,20.2729490550636,,0.00312606161936177,,,,,,,,,,0,1250,-85.5685863031682,,-81.2539157120404,,3.14155414156224E-6,,0.00207090616792479,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469008.04,4374,184.07415,0,90.014,0.102153342753992,173,0.00206546855679943,,3.36778257222457E-7,,20.219717019891,,0.00329686017686118,,,,,,,,,,0,1250,-83.4901704610381,,-79.9070031150934,,3.20130118471779E-6,,0.00206546856529818,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469021.665,4374,182.1743,0,90.014,0.102153342753992,173,0.00206000483834998,,2.99187726265848E-7,,20.1662293300697,,0.00292887092472549,,,,,,,,,,0,1250,-89.3612970159978,,-82.817502910676,,3.19001890316362E-6,,0.00206000484681131,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469035.395,4374,180.2419,0,90.014,0.102153342753992,173,0.00205458670143509,,3.20465448026544E-7,,20.113187871672,,0.0031371670700979,,,,,,,,,,0,1250,-89.5875125225809,,-80.4669304974681,,2.77460093174511E-6,,0.00205458670785305,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469048.665,4374,178.4123,0,90.014,0.102153342753992,173,0.00204936991052905,,3.13011703980208E-7,,20.062117518078,,0.00306419916159762,,,,,,,,,,0,1250,-89.8056674388049,,-81.2204742846735,,3.31467035958249E-6,,0.00204936991971196,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469062.415,4374,176.50825,0,90.014,0.102153342753992,173,0.00204403026802893,,3.18797889718109E-7,,20.0098445007466,,0.00312084232369024,,,,,,,,,,0,1250,-89.4756360473724,,-82.3800125151372,,3.33328553760017E-6,,0.00204403027733954,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469075.06,4374,174.75855,0,90.014,0.102153342753992,173,0.00203906059815474,,3.2195622352904E-7,,19.9611933761843,,0.00315176038125146,,,,,,,,,,0,1250,-89.6043161373148,,-80.066169338555,,3.26908888301631E-6,,0.002039060607132,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469088.91,4374,172.8925,0,90.014,0.102153342753992,173,0.0020336579174377,,2.99023174123768E-7,,19.9083032503551,,0.00292725927247946,,,,,,,,,,0,1250,-89.1688294562138,,-82.6413092504,,3.68442016398084E-6,,0.00203365792887124,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469102.73,4374,170.99325,0,90.014,0.102153342753992,173,0.00202832390792426,,3.08555395611004E-7,,19.8560853943508,,0.00302057389780475,,,,,,,,,,0,1250,-90.4077055359296,,-81.3114225839835,,3.51806818812188E-6,,0.00202832391837607,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469115.265,4374,169.30235,0,90.014,0.102153342753992,173,0.00202343170643209,,3.01868724932884E-7,,19.8081926701234,,0.00295511522049237,,,,,,,,,,0,1250,-89.3489959424669,,-81.1979622469363,,3.53449111839997E-6,,0.00202343171700722,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469127.84,4374,167.6416,0,90.014,0.102153342753992,173,0.00201858579041325,,3.18596386838148E-7,,19.7607530671054,,0.00311886891957584,,,,,,,,,,0,1250,-85.6715645422454,,-81.9858654431174,,4.13102374819822E-6,,0.00201858580489392,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469140.785,4374,165.9079,0,90.014,0.102153342753992,173,0.0020136345951862,,2.99170749112877E-7,,19.7122828270391,,0.00292870335209449,,,,,,,,,,0,1250,-86.4931200451399,,-81.6492675507168,,3.5431601024713E-6,,0.00201363460586497,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30469154.335,4374,164.1163,0,90.014,0.102153342753992,173,0.00200841194197948,,3.09043199016302E-7,,19.6611551261369,,0.00302534859240489,,,,,,,,,,0,1250,-87.2319479593554,,-81.2466257899107,,3.67784338784533E-6,,0.00200841195351545,,,,,,,,,,,,,,,,,,,,,,,,,,,
