# Converted by xyConvert 1.4.0.
# Original file: C:\Users\pdmurray\Desktop\peyton\Projects\YBCO_Getters\Data\Targets\2017-03-20 YBCO Target A.raw
20	189
20.02	186
20.04	197
20.06	213
20.08	205
20.1	208
20.12	173
20.14	193
20.16	208
20.18	207
20.2	180
20.22	172
20.24	221
20.26	227
20.28	191
20.3	163
20.32	158
20.34	173
20.36	172
20.38	179
20.4	198
20.42	198
20.44	190
20.46	198
20.48	181
20.5	184
20.52	186
20.54	209
20.56	193
20.58	187
20.6	183
20.62	211
20.64	196
20.66	196
20.68	192
20.7	200
20.72	189
20.74	185
20.76	171
20.78	189
20.8	182
20.82	202
20.84	171
20.86	198
20.88	207
20.9	181
20.92	170
20.94	174
20.96	199
20.98	191
21	204
21.02	191
21.04	204
21.06	173
21.08	202
21.1	189
21.12	201
21.14	185
21.16	178
21.18	187
21.2	181
21.22	174
21.24	179
21.26	192
21.28	185
21.3	165
21.32	177
21.34	204
21.36	187
21.38	173
21.4	165
21.42	185
21.44	220
21.46	189
21.48	156
21.5	189
21.52	144
21.54	160
21.56	182
21.58	196
21.6	170
21.62	188
21.64	170
21.66	168
21.68	192
21.7	168
21.72	188
21.74	180
21.76	155
21.78	167
21.8	179
21.82	155
21.84	202
21.86	174
21.88	190
21.9	143
21.92	191
21.94	184
21.96	171
21.98	156
22	181
22.02	188
22.04	183
22.06	147
22.08	181
22.1	149
22.12	160
22.14	195
22.16	155
22.18	157
22.2	158
22.22	170
22.24	129
22.26	162
22.28	169
22.3	159
22.32	165
22.34	171
22.36	142
22.38	149
22.4	159
22.42	156
22.44	169
22.46	157
22.48	181
22.5	158
22.52	196
22.54	179
22.56	203
22.58	173
22.6	182
22.62	172
22.64	178
22.66	199
22.68	223
22.7	203
22.72	223
22.74	214
22.76	241
22.78	205
22.8	208
22.82	216
22.84	216
22.86	206
22.88	210
22.9	167
22.92	160
22.94	186
22.96	160
22.98	182
23	136
23.02	149
23.04	156
23.06	154
23.08	126
23.1	159
23.12	152
23.14	150
23.16	169
23.18	154
23.2	156
23.22	155
23.24	161
23.26	160
23.28	171
23.3	138
23.32	144
23.34	160
23.36	121
23.38	147
23.4	119
23.42	129
23.44	134
23.46	122
23.48	120
23.5	138
23.52	138
23.54	137
23.56	128
23.58	134
23.6	138
23.62	126
23.64	143
23.66	118
23.68	126
23.7	117
23.72	129
23.74	143
23.76	131
23.78	123
23.8	149
23.82	141
23.84	109
23.86	126
23.88	107
23.9	136
23.92	134
23.94	112
23.96	116
23.98	118
24	124
24.02	121
24.04	117
24.06	147
24.08	109
24.1	121
24.12	142
24.14	135
24.16	136
24.18	109
24.2	118
24.22	120
24.24	132
24.26	115
24.28	112
24.3	125
24.32	104
24.34	114
24.36	109
24.38	122
24.4	125
24.42	103
24.44	116
24.46	97
24.48	126
24.5	120
24.52	147
24.54	106
24.56	123
24.58	112
24.6	121
24.62	124
24.64	116
24.66	110
24.68	129
24.7	120
24.72	110
24.74	111
24.76	111
24.78	128
24.8	104
24.82	115
24.84	117
24.86	89
24.88	99
24.9	131
24.92	129
24.94	102
24.96	107
24.98	109
25	124
25.02	113
25.04	106
25.06	113
25.08	105
25.1	90
25.12	99
25.14	121
25.16	116
25.18	117
25.2	101
25.22	112
25.24	108
25.26	123
25.28	116
25.3	107
25.32	99
25.34	116
25.36	112
25.38	145
25.4	119
25.42	122
25.44	119
25.46	122
25.48	112
25.5	104
25.52	111
25.54	118
25.56	101
25.58	130
25.6	97
25.62	118
25.64	121
25.66	120
25.68	115
25.7	114
25.72	123
25.74	92
25.76	119
25.78	104
25.8	105
25.82	114
25.84	88
25.86	93
25.88	95
25.9	103
25.92	135
25.94	111
25.96	110
25.98	91
26	94
26.02	119
26.04	110
26.06	89
26.08	132
26.1	116
26.12	111
26.14	101
26.16	100
26.18	103
26.2	93
26.22	113
26.24	116
26.26	106
26.28	112
26.3	86
26.32	95
26.34	105
26.36	82
26.38	105
26.4	93
26.42	104
26.44	105
26.46	108
26.48	99
26.5	114
26.52	106
26.54	116
26.56	102
26.58	100
26.6	112
26.62	105
26.64	87
26.66	92
26.68	91
26.7	102
26.72	82
26.74	90
26.76	95
26.78	92
26.8	107
26.82	99
26.84	91
26.86	97
26.88	92
26.9	97
26.92	84
26.94	109
26.96	96
26.98	101
27	92
27.02	109
27.04	105
27.06	110
27.08	87
27.1	81
27.12	96
27.14	103
27.16	115
27.18	107
27.2	96
27.22	101
27.24	96
27.26	91
27.28	85
27.3	83
27.32	100
27.34	104
27.36	90
27.38	110
27.4	127
27.42	101
27.44	108
27.46	120
27.48	91
27.5	96
27.52	98
27.54	108
27.56	86
27.58	118
27.6	101
27.62	100
27.64	97
27.66	116
27.68	103
27.7	91
27.72	96
27.74	92
27.76	110
27.78	108
27.8	90
27.82	117
27.84	106
27.86	122
27.88	107
27.9	121
27.92	95
27.94	93
27.96	93
27.98	94
28	88
28.02	113
28.04	79
28.06	82
28.08	90
28.1	83
28.12	85
28.14	94
28.16	89
28.18	67
28.2	87
28.22	74
28.24	92
28.26	82
28.28	77
28.3	68
28.32	82
28.34	78
28.36	87
28.38	97
28.4	83
28.42	72
28.44	93
28.46	90
28.48	75
28.5	82
28.52	82
28.54	72
28.56	71
28.58	66
28.6	86
28.62	64
28.64	96
28.66	96
28.68	83
28.7	82
28.72	84
28.74	91
28.76	73
28.78	84
28.8	85
28.82	77
28.84	63
28.86	72
28.88	82
28.9	100
28.92	80
28.94	77
28.96	83
28.98	81
29	79
29.02	75
29.04	71
29.06	63
29.08	85
29.1	78
29.12	60
29.14	80
29.16	78
29.18	82
29.2	83
29.22	87
29.24	96
29.26	93
29.28	82
29.3	66
29.32	71
29.34	75
29.36	76
29.38	74
29.4	76
29.42	71
29.44	76
29.46	75
29.48	89
29.5	79
29.52	67
29.54	62
29.56	63
29.58	72
29.6	82
29.62	75
29.64	61
29.66	75
29.68	75
29.7	86
29.72	64
29.74	73
29.76	79
29.78	73
29.8	89
29.82	81
29.84	66
29.86	83
29.88	58
29.9	73
29.92	78
